nominal_budget,replicate,seed,sample_index,filename,fold,gas_id,gas,concentration_ppm
80,1,2026072501,287,B5_GMe_F100_R1.txt,1,3,Methane,250.0
80,1,2026072501,292,B5_GEy_F030_R1.txt,2,2,Ethylene,37.5
80,1,2026072501,297,B5_GEy_F020_R2.txt,0,2,Ethylene,25.0
80,1,2026072501,303,B5_GEa_F060_R1.txt,1,0,Ethanol,75.0
80,1,2026072501,305,B5_GCO_F090_R1.txt,2,1,CO,225.0
80,1,2026072501,306,B5_GCO_F010_R1.txt,2,1,CO,25.0
80,1,2026072501,307,B5_GEa_F070_R1.txt,0,0,Ethanol,87.5
80,1,2026072501,312,B5_GEy_F020_R2.txt,0,2,Ethylene,25.0
80,1,2026072501,313,B5_GCO_F070_R2.txt,1,1,CO,175.0
80,1,2026072501,319,B5_GMe_F080_R1.txt,0,3,Methane,200.0
80,2,2026072502,0,B5_GCO_F090_R2.txt,2,1,CO,225.0
80,2,2026072502,1,B5_GEa_F070_R2.txt,1,0,Ethanol,87.5
80,2,2026072502,8,B5_GEy_F010_R2.txt,2,2,Ethylene,12.5
80,2,2026072502,16,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
80,2,2026072502,18,B5_GMe_F080_R1.txt,2,3,Methane,200.0
80,2,2026072502,22,B5_GCO_F030_R2.txt,4,1,CO,75.0
80,2,2026072502,30,B5_GMe_F010_R2.txt,4,3,Methane,25.0
80,2,2026072502,31,B5_GEa_F060_R1.txt,1,0,Ethanol,75.0
80,2,2026072502,38,B5_GCO_F050_R1.txt,3,1,CO,125.0
80,2,2026072502,41,B5_GCO_F040_R2.txt,4,1,CO,100.0
80,2,2026072502,44,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
80,2,2026072502,47,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,2,2026072502,55,B5_GEa_F080_R1.txt,2,0,Ethanol,100.0
80,2,2026072502,56,B5_GEa_F040_R1.txt,4,0,Ethanol,50.0
80,2,2026072502,63,B5_GMe_F070_R1.txt,2,3,Methane,175.0
80,2,2026072502,83,B5_GMe_F010_R2.txt,4,3,Methane,25.0
80,2,2026072502,85,B5_GEa_F040_R1.txt,4,0,Ethanol,50.0
80,2,2026072502,86,B5_GCO_F050_R1.txt,3,1,CO,125.0
80,2,2026072502,87,B5_GMe_F030_R2.txt,1,3,Methane,75.0
80,2,2026072502,88,B5_GEy_F100_R1.txt,0,2,Ethylene,125.0
80,2,2026072502,89,B5_GEa_F070_R2.txt,1,0,Ethanol,87.5
80,2,2026072502,91,B5_GEa_F090_R1.txt,3,0,Ethanol,112.5
80,2,2026072502,95,B5_GEy_F050_R2.txt,3,2,Ethylene,62.5
80,2,2026072502,97,B5_GMe_F100_R1.txt,0,3,Methane,250.0
80,2,2026072502,104,B5_GCO_F040_R2.txt,4,1,CO,100.0
80,2,2026072502,105,B5_GMe_F080_R1.txt,2,3,Methane,200.0
80,2,2026072502,106,B5_GCO_F080_R1.txt,0,1,CO,200.0
80,2,2026072502,109,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
80,2,2026072502,111,B5_GCO_F050_R1.txt,3,1,CO,125.0
80,2,2026072502,113,B5_GEa_F090_R1.txt,3,0,Ethanol,112.5
80,2,2026072502,117,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,2,2026072502,120,B5_GMe_F020_R2.txt,3,3,Methane,50.0
80,2,2026072502,122,B5_GEy_F100_R1.txt,0,2,Ethylene,125.0
80,2,2026072502,124,B5_GEa_F070_R2.txt,1,0,Ethanol,87.5
80,2,2026072502,127,B5_GMe_F100_R1.txt,0,3,Methane,250.0
80,2,2026072502,130,B5_GMe_F010_R2.txt,4,3,Methane,25.0
80,2,2026072502,137,B5_GCO_F030_R2.txt,4,1,CO,75.0
80,2,2026072502,140,B5_GCO_F070_R2.txt,0,1,CO,175.0
80,2,2026072502,145,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,2,2026072502,149,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
80,2,2026072502,154,B5_GEy_F080_R2.txt,1,2,Ethylene,100.0
80,2,2026072502,155,B5_GEy_F090_R1.txt,4,2,Ethylene,112.5
80,2,2026072502,156,B5_GEa_F060_R1.txt,1,0,Ethanol,75.0
80,2,2026072502,166,B5_GEy_F080_R2.txt,1,2,Ethylene,100.0
80,2,2026072502,169,B5_GMe_F020_R2.txt,3,3,Methane,50.0
80,2,2026072502,177,B5_GEy_F050_R2.txt,3,2,Ethylene,62.5
80,2,2026072502,180,B5_GCO_F070_R2.txt,0,1,CO,175.0
80,2,2026072502,187,B5_GEa_F070_R2.txt,1,0,Ethanol,87.5
80,2,2026072502,192,B5_GEy_F090_R1.txt,4,2,Ethylene,112.5
80,2,2026072502,193,B5_GEy_F090_R1.txt,4,2,Ethylene,112.5
80,2,2026072502,196,B5_GCO_F010_R1.txt,1,1,CO,25.0
80,2,2026072502,200,B5_GCO_F050_R1.txt,3,1,CO,125.0
80,2,2026072502,201,B5_GCO_F090_R2.txt,2,1,CO,225.0
80,2,2026072502,204,B5_GEy_F090_R1.txt,4,2,Ethylene,112.5
80,2,2026072502,207,B5_GEy_F010_R2.txt,2,2,Ethylene,12.5
80,2,2026072502,216,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,2,2026072502,221,B5_GEy_F010_R2.txt,2,2,Ethylene,12.5
80,2,2026072502,227,B5_GMe_F020_R2.txt,3,3,Methane,50.0
80,2,2026072502,231,B5_GEy_F080_R2.txt,1,2,Ethylene,100.0
80,2,2026072502,235,B5_GEa_F090_R1.txt,3,0,Ethanol,112.5
80,2,2026072502,238,B5_GCO_F080_R1.txt,0,1,CO,200.0
80,2,2026072502,243,B5_GEy_F050_R2.txt,3,2,Ethylene,62.5
80,2,2026072502,244,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
80,2,2026072502,245,B5_GCO_F080_R1.txt,0,1,CO,200.0
80,2,2026072502,251,B5_GCO_F090_R2.txt,2,1,CO,225.0
80,2,2026072502,262,B5_GMe_F070_R1.txt,2,3,Methane,175.0
80,2,2026072502,263,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,2,2026072502,266,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,2,2026072502,269,B5_GEa_F050_R2.txt,4,0,Ethanol,62.5
80,2,2026072502,284,B5_GCO_F040_R2.txt,4,1,CO,100.0
80,2,2026072502,287,B5_GMe_F100_R1.txt,0,3,Methane,250.0
80,2,2026072502,289,B5_GCO_F090_R2.txt,2,1,CO,225.0
80,2,2026072502,293,B5_GEy_F050_R2.txt,3,2,Ethylene,62.5
80,2,2026072502,297,B5_GEy_F020_R2.txt,0,2,Ethylene,25.0
80,2,2026072502,303,B5_GEa_F060_R1.txt,1,0,Ethanol,75.0
80,2,2026072502,306,B5_GCO_F010_R1.txt,1,1,CO,25.0
80,2,2026072502,308,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,2,2026072502,312,B5_GEy_F020_R2.txt,0,2,Ethylene,25.0
80,2,2026072502,313,B5_GCO_F070_R2.txt,0,1,CO,175.0
80,2,2026072502,319,B5_GMe_F080_R1.txt,2,3,Methane,200.0
80,3,2026072503,5,B5_GEy_F060_R2.txt,0,2,Ethylene,75.0
80,3,2026072503,8,B5_GEy_F010_R2.txt,1,2,Ethylene,12.5
80,3,2026072503,16,B5_GEa_F050_R2.txt,3,0,Ethanol,62.5
80,3,2026072503,18,B5_GMe_F080_R1.txt,1,3,Methane,200.0
80,3,2026072503,22,B5_GCO_F030_R2.txt,4,1,CO,75.0
80,3,2026072503,23,B5_GCO_F050_R2.txt,1,1,CO,125.0
80,3,2026072503,30,B5_GMe_F010_R2.txt,2,3,Methane,25.0
80,3,2026072503,34,B5_GEy_F040_R1.txt,4,2,Ethylene,50.0
80,3,2026072503,41,B5_GCO_F040_R2.txt,0,1,CO,100.0
80,3,2026072503,44,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
80,3,2026072503,47,B5_GMe_F060_R2.txt,3,3,Methane,150.0
80,3,2026072503,55,B5_GEa_F080_R1.txt,3,0,Ethanol,100.0
80,3,2026072503,56,B5_GEa_F040_R1.txt,2,0,Ethanol,50.0
80,3,2026072503,63,B5_GMe_F070_R1.txt,1,3,Methane,175.0
80,3,2026072503,64,B5_GEa_F030_R2.txt,4,0,Ethanol,37.5
80,3,2026072503,78,B5_GEy_F070_R2.txt,2,2,Ethylene,87.5
80,3,2026072503,80,B5_GCO_F020_R1.txt,3,1,CO,50.0
80,3,2026072503,83,B5_GMe_F010_R2.txt,2,3,Methane,25.0
80,3,2026072503,85,B5_GEa_F040_R1.txt,2,0,Ethanol,50.0
80,3,2026072503,87,B5_GMe_F030_R2.txt,3,3,Methane,75.0
80,3,2026072503,88,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
80,3,2026072503,91,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
80,3,2026072503,97,B5_GMe_F100_R1.txt,4,3,Methane,250.0
80,3,2026072503,104,B5_GCO_F040_R2.txt,0,1,CO,100.0
80,3,2026072503,105,B5_GMe_F080_R1.txt,1,3,Methane,200.0
80,3,2026072503,106,B5_GCO_F080_R1.txt,4,1,CO,200.0
80,3,2026072503,107,B5_GCO_F050_R2.txt,1,1,CO,125.0
80,3,2026072503,109,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
80,3,2026072503,113,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
80,3,2026072503,117,B5_GMe_F060_R2.txt,3,3,Methane,150.0
80,3,2026072503,118,B5_GEa_F030_R2.txt,4,0,Ethanol,37.5
80,3,2026072503,120,B5_GMe_F020_R2.txt,0,3,Methane,50.0
80,3,2026072503,122,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
80,3,2026072503,127,B5_GMe_F100_R1.txt,4,3,Methane,250.0
80,3,2026072503,130,B5_GMe_F010_R2.txt,2,3,Methane,25.0
80,3,2026072503,134,B5_GCO_F020_R1.txt,3,1,CO,50.0
80,3,2026072503,137,B5_GCO_F030_R2.txt,4,1,CO,75.0
80,3,2026072503,140,B5_GCO_F070_R2.txt,2,1,CO,175.0
80,3,2026072503,145,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,3,2026072503,149,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
80,3,2026072503,154,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
80,3,2026072503,159,B5_GEy_F060_R2.txt,0,2,Ethylene,75.0
80,3,2026072503,166,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
80,3,2026072503,169,B5_GMe_F020_R2.txt,0,3,Methane,50.0
80,3,2026072503,180,B5_GCO_F070_R2.txt,2,1,CO,175.0
80,3,2026072503,181,B5_GEa_F030_R2.txt,4,0,Ethanol,37.5
80,3,2026072503,184,B5_GEy_F040_R1.txt,4,2,Ethylene,50.0
80,3,2026072503,190,B5_GEy_F070_R2.txt,2,2,Ethylene,87.5
80,3,2026072503,195,B5_GCO_F050_R2.txt,1,1,CO,125.0
80,3,2026072503,196,B5_GCO_F010_R1.txt,2,1,CO,25.0
80,3,2026072503,203,B5_GEy_F040_R1.txt,4,2,Ethylene,50.0
80,3,2026072503,206,B5_GCO_F020_R1.txt,3,1,CO,50.0
80,3,2026072503,207,B5_GEy_F010_R2.txt,1,2,Ethylene,12.5
80,3,2026072503,216,B5_GMe_F060_R2.txt,3,3,Methane,150.0
80,3,2026072503,221,B5_GEy_F010_R2.txt,1,2,Ethylene,12.5
80,3,2026072503,227,B5_GMe_F020_R2.txt,0,3,Methane,50.0
80,3,2026072503,231,B5_GEy_F080_R2.txt,3,2,Ethylene,100.0
80,3,2026072503,233,B5_GEa_F030_R2.txt,4,0,Ethanol,37.5
80,3,2026072503,235,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
80,3,2026072503,238,B5_GCO_F080_R1.txt,4,1,CO,200.0
80,3,2026072503,242,B5_GCO_F020_R1.txt,3,1,CO,50.0
80,3,2026072503,244,B5_GEa_F050_R2.txt,3,0,Ethanol,62.5
80,3,2026072503,245,B5_GCO_F080_R1.txt,4,1,CO,200.0
80,3,2026072503,247,B5_GEy_F070_R2.txt,2,2,Ethylene,87.5
80,3,2026072503,262,B5_GMe_F070_R1.txt,1,3,Methane,175.0
80,3,2026072503,263,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,3,2026072503,266,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,3,2026072503,269,B5_GEa_F050_R2.txt,3,0,Ethanol,62.5
80,3,2026072503,277,B5_GEy_F060_R2.txt,0,2,Ethylene,75.0
80,3,2026072503,283,B5_GEy_F060_R2.txt,0,2,Ethylene,75.0
80,3,2026072503,284,B5_GCO_F040_R2.txt,0,1,CO,100.0
80,3,2026072503,287,B5_GMe_F100_R1.txt,4,3,Methane,250.0
80,3,2026072503,291,B5_GCO_F050_R2.txt,1,1,CO,125.0
80,3,2026072503,297,B5_GEy_F020_R2.txt,4,2,Ethylene,25.0
80,3,2026072503,302,B5_GEy_F070_R2.txt,2,2,Ethylene,87.5
80,3,2026072503,306,B5_GCO_F010_R1.txt,2,1,CO,25.0
80,3,2026072503,308,B5_GEa_F010_R1.txt,0,0,Ethanol,12.5
80,3,2026072503,312,B5_GEy_F020_R2.txt,4,2,Ethylene,25.0
80,3,2026072503,313,B5_GCO_F070_R2.txt,2,1,CO,175.0
80,3,2026072503,319,B5_GMe_F080_R1.txt,1,3,Methane,200.0
80,4,2026072504,8,B5_GEy_F010_R2.txt,0,2,Ethylene,12.5
80,4,2026072504,16,B5_GEa_F050_R2.txt,1,0,Ethanol,62.5
80,4,2026072504,18,B5_GMe_F080_R1.txt,0,3,Methane,200.0
80,4,2026072504,19,B5_GCO_F060_R2.txt,2,1,CO,150.0
80,4,2026072504,22,B5_GCO_F030_R2.txt,1,1,CO,75.0
80,4,2026072504,24,B5_GEy_F060_R1.txt,4,2,Ethylene,75.0
80,4,2026072504,26,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
80,4,2026072504,30,B5_GMe_F010_R2.txt,4,3,Methane,25.0
80,4,2026072504,31,B5_GEa_F060_R1.txt,4,0,Ethanol,75.0
80,4,2026072504,32,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,4,2026072504,34,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,4,2026072504,41,B5_GCO_F040_R2.txt,0,1,CO,100.0
80,4,2026072504,47,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,4,2026072504,55,B5_GEa_F080_R1.txt,0,0,Ethanol,100.0
80,4,2026072504,56,B5_GEa_F040_R1.txt,0,0,Ethanol,50.0
80,4,2026072504,62,B5_GCO_F060_R2.txt,2,1,CO,150.0
80,4,2026072504,63,B5_GMe_F070_R1.txt,4,3,Methane,175.0
80,4,2026072504,66,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,4,2026072504,79,B5_GEa_F010_R2.txt,2,0,Ethanol,12.5
80,4,2026072504,83,B5_GMe_F010_R2.txt,4,3,Methane,25.0
80,4,2026072504,85,B5_GEa_F040_R1.txt,0,0,Ethanol,50.0
80,4,2026072504,87,B5_GMe_F030_R2.txt,1,3,Methane,75.0
80,4,2026072504,88,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
80,4,2026072504,91,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
80,4,2026072504,97,B5_GMe_F100_R1.txt,2,3,Methane,250.0
80,4,2026072504,99,B5_GEy_F060_R1.txt,4,2,Ethylene,75.0
80,4,2026072504,104,B5_GCO_F040_R2.txt,0,1,CO,100.0
80,4,2026072504,105,B5_GMe_F080_R1.txt,0,3,Methane,200.0
80,4,2026072504,106,B5_GCO_F080_R1.txt,3,1,CO,200.0
80,4,2026072504,113,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
80,4,2026072504,117,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,4,2026072504,120,B5_GMe_F020_R2.txt,3,3,Methane,50.0
80,4,2026072504,122,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
80,4,2026072504,123,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,4,2026072504,127,B5_GMe_F100_R1.txt,2,3,Methane,250.0
80,4,2026072504,130,B5_GMe_F010_R2.txt,4,3,Methane,25.0
80,4,2026072504,137,B5_GCO_F030_R2.txt,1,1,CO,75.0
80,4,2026072504,140,B5_GCO_F070_R2.txt,4,1,CO,175.0
80,4,2026072504,142,B5_GEa_F010_R2.txt,2,0,Ethanol,12.5
80,4,2026072504,150,B5_GEy_F070_R1.txt,1,2,Ethylene,87.5
80,4,2026072504,151,B5_GEy_F070_R1.txt,1,2,Ethylene,87.5
80,4,2026072504,154,B5_GEy_F080_R2.txt,2,2,Ethylene,100.0
80,4,2026072504,156,B5_GEa_F060_R1.txt,4,0,Ethanol,75.0
80,4,2026072504,158,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
80,4,2026072504,163,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
80,4,2026072504,166,B5_GEy_F080_R2.txt,2,2,Ethylene,100.0
80,4,2026072504,169,B5_GMe_F020_R2.txt,3,3,Methane,50.0
80,4,2026072504,180,B5_GCO_F070_R2.txt,4,1,CO,175.0
80,4,2026072504,184,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,4,2026072504,185,B5_GEy_F070_R1.txt,1,2,Ethylene,87.5
80,4,2026072504,189,B5_GCO_F060_R2.txt,2,1,CO,150.0
80,4,2026072504,191,B5_GCO_F100_R2.txt,0,1,CO,250.0
80,4,2026072504,196,B5_GCO_F010_R1.txt,3,1,CO,25.0
80,4,2026072504,203,B5_GEy_F040_R1.txt,3,2,Ethylene,50.0
80,4,2026072504,207,B5_GEy_F010_R2.txt,0,2,Ethylene,12.5
80,4,2026072504,209,B5_GEy_F070_R1.txt,1,2,Ethylene,87.5
80,4,2026072504,216,B5_GMe_F060_R2.txt,1,3,Methane,150.0
80,4,2026072504,221,B5_GEy_F010_R2.txt,0,2,Ethylene,12.5
80,4,2026072504,222,B5_GEy_F060_R1.txt,4,2,Ethylene,75.0
80,4,2026072504,227,B5_GMe_F020_R2.txt,3,3,Methane,50.0
80,4,2026072504,231,B5_GEy_F080_R2.txt,2,2,Ethylene,100.0
80,4,2026072504,235,B5_GEa_F090_R1.txt,1,0,Ethanol,112.5
80,4,2026072504,238,B5_GCO_F080_R1.txt,3,1,CO,200.0
80,4,2026072504,239,B5_GEy_F060_R1.txt,4,2,Ethylene,75.0
80,4,2026072504,244,B5_GEa_F050_R2.txt,1,0,Ethanol,62.5
80,4,2026072504,245,B5_GCO_F080_R1.txt,3,1,CO,200.0
80,4,2026072504,254,B5_GEa_F010_R2.txt,2,0,Ethanol,12.5
80,4,2026072504,257,B5_GEa_F010_R2.txt,2,0,Ethanol,12.5
80,4,2026072504,262,B5_GMe_F070_R1.txt,4,3,Methane,175.0
80,4,2026072504,265,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
80,4,2026072504,269,B5_GEa_F050_R2.txt,1,0,Ethanol,62.5
80,4,2026072504,270,B5_GCO_F060_R2.txt,2,1,CO,150.0
80,4,2026072504,284,B5_GCO_F040_R2.txt,0,1,CO,100.0
80,4,2026072504,287,B5_GMe_F100_R1.txt,2,3,Methane,250.0
80,4,2026072504,297,B5_GEy_F020_R2.txt,4,2,Ethylene,25.0
80,4,2026072504,303,B5_GEa_F060_R1.txt,4,0,Ethanol,75.0
80,4,2026072504,306,B5_GCO_F010_R1.txt,3,1,CO,25.0
80,4,2026072504,312,B5_GEy_F020_R2.txt,4,2,Ethylene,25.0
80,4,2026072504,313,B5_GCO_F070_R2.txt,4,1,CO,175.0
80,4,2026072504,319,B5_GMe_F080_R1.txt,0,3,Methane,200.0
160,0,2026072500,1,B5_GEa_F070_R2.txt,4,0,Ethanol,87.5
160,0,2026072500,2,B5_GEa_F080_R2.txt,1,0,Ethanol,100.0
160,0,2026072500,5,B5_GEy_F060_R2.txt,0,2,Ethylene,75.0
160,0,2026072500,8,B5_GEy_F010_R2.txt,1,2,Ethylene,12.5
160,0,2026072500,10,B5_GMe_F030_R1.txt,0,3,Methane,75.0
160,0,2026072500,14,B5_GEy_F020_R1.txt,2,2,Ethylene,25.0
160,0,2026072500,16,B5_GEa_F050_R2.txt,0,0,Ethanol,62.5
160,0,2026072500,17,B5_GEa_F030_R1.txt,2,0,Ethanol,37.5
160,0,2026072500,20,B5_GMe_F010_R1.txt,4,3,Methane,25.0
160,0,2026072500,22,B5_GCO_F030_R2.txt,2,1,CO,75.0
160,0,2026072500,23,B5_GCO_F050_R2.txt,2,1,CO,125.0
160,0,2026072500,25,B5_GCO_F030_R1.txt,3,1,CO,75.0
160,0,2026072500,26,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
160,0,2026072500,27,B5_GEa_F080_R2.txt,1,0,Ethanol,100.0
160,0,2026072500,30,B5_GMe_F010_R2.txt,2,3,Methane,25.0
160,0,2026072500,31,B5_GEa_F060_R1.txt,0,0,Ethanol,75.0
160,0,2026072500,32,B5_GCO_F100_R2.txt,4,1,CO,250.0
160,0,2026072500,34,B5_GEy_F040_R1.txt,1,2,Ethylene,50.0
160,0,2026072500,41,B5_GCO_F040_R2.txt,2,1,CO,100.0
160,0,2026072500,43,B5_GCO_F030_R1.txt,3,1,CO,75.0
160,0,2026072500,44,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
160,0,2026072500,45,B5_GEy_F020_R1.txt,2,2,Ethylene,25.0
160,0,2026072500,47,B5_GMe_F060_R2.txt,1,3,Methane,150.0
160,0,2026072500,48,B5_GEa_F080_R2.txt,1,0,Ethanol,100.0
160,0,2026072500,49,B5_GEa_F080_R2.txt,1,0,Ethanol,100.0
160,0,2026072500,53,B5_GEy_F030_R2.txt,1,2,Ethylene,37.5
160,0,2026072500,55,B5_GEa_F080_R1.txt,2,0,Ethanol,100.0
160,0,2026072500,56,B5_GEa_F040_R1.txt,2,0,Ethanol,50.0
160,0,2026072500,57,B5_GCO_F090_R1.txt,2,1,CO,225.0
160,0,2026072500,58,B5_GEy_F050_R1.txt,1,2,Ethylene,62.5
160,0,2026072500,63,B5_GMe_F070_R1.txt,3,3,Methane,175.0
160,0,2026072500,66,B5_GCO_F100_R2.txt,4,1,CO,250.0
160,0,2026072500,71,B5_GCO_F030_R1.txt,3,1,CO,75.0
160,0,2026072500,73,B5_GCO_F060_R1.txt,4,1,CO,150.0
160,0,2026072500,74,B5_GEy_F030_R2.txt,1,2,Ethylene,37.5
160,0,2026072500,75,B5_GEa_F080_R2.txt,1,0,Ethanol,100.0
160,0,2026072500,80,B5_GCO_F020_R1.txt,0,1,CO,50.0
160,0,2026072500,83,B5_GMe_F010_R2.txt,2,3,Methane,25.0
160,0,2026072500,84,B5_GMe_F090_R1.txt,1,3,Methane,225.0
160,0,2026072500,85,B5_GEa_F040_R1.txt,2,0,Ethanol,50.0
160,0,2026072500,87,B5_GMe_F030_R2.txt,2,3,Methane,75.0
160,0,2026072500,88,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
160,0,2026072500,89,B5_GEa_F070_R2.txt,4,0,Ethanol,87.5
160,0,2026072500,91,B5_GEa_F090_R1.txt,0,0,Ethanol,112.5
160,0,2026072500,92,B5_GMe_F010_R1.txt,4,3,Methane,25.0
160,0,2026072500,94,B5_GEa_F030_R1.txt,2,0,Ethanol,37.5
160,0,2026072500,97,B5_GMe_F100_R1.txt,3,3,Methane,250.0
160,0,2026072500,98,B5_GCO_F030_R1.txt,3,1,CO,75.0
160,0,2026072500,101,B5_GMe_F030_R1.txt,0,3,Methane,75.0
160,0,2026072500,102,B5_GMe_F040_R2.txt,0,3,Methane,100.0
160,0,2026072500,103,B5_GEy_F020_R1.txt,2,2,Ethylene,25.0
160,0,2026072500,104,B5_GCO_F040_R2.txt,2,1,CO,100.0
160,0,2026072500,106,B5_GCO_F080_R1.txt,0,1,CO,200.0
160,0,2026072500,107,B5_GCO_F050_R2.txt,2,1,CO,125.0
160,0,2026072500,108,B5_GMe_F080_R2.txt,4,3,Methane,200.0
160,0,2026072500,109,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
160,0,2026072500,112,B5_GEa_F080_R2.txt,1,0,Ethanol,100.0
160,0,2026072500,113,B5_GEa_F090_R1.txt,0,0,Ethanol,112.5
160,0,2026072500,114,B5_GMe_F010_R1.txt,4,3,Methane,25.0
160,0,2026072500,115,B5_GMe_F030_R1.txt,0,3,Methane,75.0
160,0,2026072500,117,B5_GMe_F060_R2.txt,1,3,Methane,150.0
160,0,2026072500,119,B5_GMe_F040_R2.txt,0,3,Methane,100.0
160,0,2026072500,120,B5_GMe_F020_R2.txt,3,3,Methane,50.0
160,0,2026072500,122,B5_GEy_F100_R1.txt,3,2,Ethylene,125.0
160,0,2026072500,123,B5_GCO_F100_R2.txt,4,1,CO,250.0
160,0,2026072500,124,B5_GEa_F070_R2.txt,4,0,Ethanol,87.5
160,0,2026072500,127,B5_GMe_F100_R1.txt,3,3,Methane,250.0
160,0,2026072500,128,B5_GMe_F080_R2.txt,4,3,Methane,200.0
160,0,2026072500,130,B5_GMe_F010_R2.txt,2,3,Methane,25.0
160,0,2026072500,134,B5_GCO_F020_R1.txt,0,1,CO,50.0
160,0,2026072500,137,B5_GCO_F030_R2.txt,2,1,CO,75.0
160,0,2026072500,140,B5_GCO_F070_R2.txt,4,1,CO,175.0
160,0,2026072500,141,B5_GMe_F080_R2.txt,4,3,Methane,200.0
160,0,2026072500,143,B5_GCO_F090_R1.txt,2,1,CO,225.0
160,0,2026072500,145,B5_GEa_F010_R1.txt,3,0,Ethanol,12.5
160,0,2026072500,147,B5_GMe_F040_R2.txt,0,3,Methane,100.0
160,0,2026072500,148,B5_GEy_F050_R1.txt,1,2,Ethylene,62.5
160,0,2026072500,149,B5_GEa_F020_R2.txt,2,0,Ethanol,25.0
160,0,2026072500,150,B5_GEy_F070_R1.txt,3,2,Ethylene,87.5
160,0,2026072500,151,B5_GEy_F070_R1.txt,3,2,Ethylene,87.5
160,0,2026072500,154,B5_GEy_F080_R2.txt,4,2,Ethylene,100.0
160,0,2026072500,155,B5_GEy_F090_R1.txt,3,2,Ethylene,112.5
160,0,2026072500,156,B5_GEa_F060_R1.txt,0,0,Ethanol,75.0
160,0,2026072500,158,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
160,0,2026072500,159,B5_GEy_F060_R2.txt,0,2,Ethylene,75.0
160,0,2026072500,162,B5_GEa_F030_R1.txt,2,0,Ethanol,37.5
160,0,2026072500,163,B5_GEa_F100_R1.txt,3,0,Ethanol,125.0
160,0,2026072500,164,B5_GMe_F080_R2.txt,4,3,Methane,200.0
160,0,2026072500,165,B5_GMe_F030_R1.txt,0,3,Methane,75.0
160,0,2026072500,166,B5_GEy_F080_R2.txt,4,2,Ethylene,100.0
160,0,2026072500,169,B5_GMe_F020_R2.txt,3,3,Methane,50.0
160,0,2026072500,174,B5_GCO_F030_R1.txt,3,1,CO,75.0
160,0,2026072500,180,B5_GCO_F070_R2.txt,4,1,CO,175.0
160,0,2026072500,182,B5_GMe_F030_R1.txt,0,3,Methane,75.0
160,0,2026072500,183,B5_GMe_F050_R2.txt,2,3,Methane,125.0
160,0,2026072500,184,B5_GEy_F040_R1.txt,1,2,Ethylene,50.0
160,0,2026072500,185,B5_GEy_F070_R1.txt,3,2,Ethylene,87.5
160,0,2026072500,187,B5_GEa_F070_R2.txt,4,0,Ethanol,87.5
160,0,2026072500,191,B5_GCO_F100_R2.txt,4,1,CO,250.0
160,0,2026072500,192,B5_GEy_F090_R1.txt,3,2,Ethylene,112.5
160,0,2026072500,193,B5_GEy_F090_R1.txt,3,2,Ethylene,112.5
