experiment,classifier_checkpoint,dataset,sample_index,true_class,pred_class,gas,true_ppm,filename,repeat_id,phase,phase_label_meta,window_start_s,route_correct,pipeline_pred_ppm,oracle_pred_ppm
A_OLD_CKPT_OLD_DATA,OLD,OLD,1136,0,0,Ethanol,50.0,B5_GEa_F040_R1.txt,1,2,late,,1,47.105783324609185,47.105783324609185
A_OLD_CKPT_OLD_DATA,OLD,OLD,1137,1,1,CO,175.0,B5_GCO_F070_R1.txt,1,2,late,,1,160.09193705677106,160.09193705677106
A_OLD_CKPT_OLD_DATA,OLD,OLD,1138,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,35.47044624690445,35.47044624690445
A_OLD_CKPT_OLD_DATA,OLD,OLD,1139,1,1,CO,225.0,B5_GCO_F090_R1.txt,1,2,late,,1,217.94111687350122,217.94111687350122
A_OLD_CKPT_OLD_DATA,OLD,OLD,1140,0,0,Ethanol,87.5,B5_GEa_F070_R2.txt,2,2,late,,1,88.96598805660591,88.96598805660591
A_OLD_CKPT_OLD_DATA,OLD,OLD,1141,0,0,Ethanol,25.0,B5_GEa_F020_R2.txt,2,2,late,,1,25.746222911108624,25.746222911108624
A_OLD_CKPT_OLD_DATA,OLD,OLD,1142,2,2,Ethylene,50.0,B5_GEy_F040_R1.txt,1,2,late,,1,50.24882293309878,50.24882293309878
A_OLD_CKPT_OLD_DATA,OLD,OLD,1143,1,1,CO,100.0,B5_GCO_F040_R1.txt,1,2,late,,1,115.36896692982585,115.36896692982585
A_OLD_CKPT_OLD_DATA,OLD,OLD,1144,1,1,CO,100.0,B5_GCO_F040_R2.txt,2,2,late,,1,104.0509746533976,104.0509746533976
A_OLD_CKPT_OLD_DATA,OLD,OLD,1145,0,0,Ethanol,25.0,B5_GEa_F020_R2.txt,2,2,late,,1,26.58771300656423,26.58771300656423
A_OLD_CKPT_OLD_DATA,OLD,OLD,1146,1,1,CO,125.0,B5_GCO_F050_R1.txt,1,2,late,,1,135.95638139917293,135.95638139917293
A_OLD_CKPT_OLD_DATA,OLD,OLD,1147,1,1,CO,25.0,B5_GCO_F010_R2.txt,2,2,late,,1,25.0,25.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1148,1,1,CO,100.0,B5_GCO_F040_R2.txt,2,2,late,,1,107.6090520670529,107.6090520670529
A_OLD_CKPT_OLD_DATA,OLD,OLD,1149,1,1,CO,25.0,B5_GCO_F010_R1.txt,1,2,late,,1,25.0,25.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1150,0,0,Ethanol,100.0,B5_GEa_F080_R1.txt,1,2,late,,1,93.91548868588552,93.91548868588552
A_OLD_CKPT_OLD_DATA,OLD,OLD,1151,2,2,Ethylene,12.5,B5_GEy_F010_R2.txt,2,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,1152,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,245.64508402507656,245.64508402507656
A_OLD_CKPT_OLD_DATA,OLD,OLD,1153,3,3,Methane,125.0,B5_GMe_F050_R1.txt,1,2,late,,1,131.42107827999598,131.42107827999598
A_OLD_CKPT_OLD_DATA,OLD,OLD,1154,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,26.4757282132243,26.4757282132243
A_OLD_CKPT_OLD_DATA,OLD,OLD,1155,3,3,Methane,200.0,B5_GMe_F080_R1.txt,1,2,late,,1,201.24570701645314,201.24570701645314
A_OLD_CKPT_OLD_DATA,OLD,OLD,1156,3,3,Methane,50.0,B5_GMe_F020_R2.txt,2,2,late,,1,47.742268939218214,47.742268939218214
A_OLD_CKPT_OLD_DATA,OLD,OLD,1157,0,0,Ethanol,12.5,B5_GEa_F010_R1.txt,1,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,1158,1,1,CO,50.0,B5_GCO_F020_R2.txt,2,2,late,,1,53.90091487521831,53.90091487521831
A_OLD_CKPT_OLD_DATA,OLD,OLD,1159,0,0,Ethanol,50.0,B5_GEa_F040_R1.txt,1,2,late,,1,44.52633082077927,44.52633082077927
A_OLD_CKPT_OLD_DATA,OLD,OLD,1160,0,0,Ethanol,37.5,B5_GEa_F030_R1.txt,1,2,late,,1,36.4890590865518,36.4890590865518
A_OLD_CKPT_OLD_DATA,OLD,OLD,1161,0,0,Ethanol,62.5,B5_GEa_F050_R1.txt,1,2,late,,1,94.32289600731443,94.32289600731443
A_OLD_CKPT_OLD_DATA,OLD,OLD,1162,0,0,Ethanol,87.5,B5_GEa_F070_R1.txt,1,2,late,,1,87.74039565568945,87.74039565568945
A_OLD_CKPT_OLD_DATA,OLD,OLD,1163,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,125.0,125.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1164,2,2,Ethylene,37.5,B5_GEy_F030_R2.txt,2,2,late,,1,33.740217685145126,33.740217685145126
A_OLD_CKPT_OLD_DATA,OLD,OLD,1165,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,250.0,250.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1166,3,3,Methane,150.0,B5_GMe_F060_R1.txt,1,2,late,,1,150.47763611893456,150.47763611893456
A_OLD_CKPT_OLD_DATA,OLD,OLD,1167,1,1,CO,125.0,B5_GCO_F050_R2.txt,2,2,late,,1,136.03080824410898,136.03080824410898
A_OLD_CKPT_OLD_DATA,OLD,OLD,1168,3,3,Methane,125.0,B5_GMe_F050_R1.txt,1,2,late,,1,131.25762203816677,131.25762203816677
A_OLD_CKPT_OLD_DATA,OLD,OLD,1169,3,3,Methane,150.0,B5_GMe_F060_R2.txt,2,2,late,,1,158.6713912763276,158.6713912763276
A_OLD_CKPT_OLD_DATA,OLD,OLD,1170,2,2,Ethylene,87.5,B5_GEy_F070_R1.txt,1,2,late,,1,77.86164100106342,77.86164100106342
A_OLD_CKPT_OLD_DATA,OLD,OLD,1171,0,0,Ethanol,37.5,B5_GEa_F030_R1.txt,1,2,late,,1,38.68209955649465,38.68209955649465
A_OLD_CKPT_OLD_DATA,OLD,OLD,1172,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,239.40758410539993,239.40758410539993
A_OLD_CKPT_OLD_DATA,OLD,OLD,1173,1,1,CO,200.0,B5_GCO_F080_R1.txt,1,2,late,,1,201.83840831166557,201.83840831166557
A_OLD_CKPT_OLD_DATA,OLD,OLD,1174,3,3,Methane,200.0,B5_GMe_F080_R2.txt,2,2,late,,1,187.47958669709487,187.47958669709487
A_OLD_CKPT_OLD_DATA,OLD,OLD,1175,2,2,Ethylene,75.0,B5_GEy_F060_R1.txt,1,2,late,,1,75.79281642120034,75.79281642120034
A_OLD_CKPT_OLD_DATA,OLD,OLD,1176,1,1,CO,225.0,B5_GCO_F090_R2.txt,2,2,late,,1,212.8965997620878,212.8965997620878
A_OLD_CKPT_OLD_DATA,OLD,OLD,1177,1,1,CO,200.0,B5_GCO_F080_R2.txt,2,2,late,,1,165.49970782385518,165.49970782385518
A_OLD_CKPT_OLD_DATA,OLD,OLD,1178,3,3,Methane,225.0,B5_GMe_F090_R1.txt,1,2,late,,1,215.4802111934819,215.4802111934819
A_OLD_CKPT_OLD_DATA,OLD,OLD,1179,3,3,Methane,250.0,B5_GMe_F100_R1.txt,1,2,late,,1,233.7694421453802,233.7694421453802
A_OLD_CKPT_OLD_DATA,OLD,OLD,1180,2,2,Ethylene,37.5,B5_GEy_F030_R1.txt,1,2,late,,1,36.687449116568075,36.687449116568075
A_OLD_CKPT_OLD_DATA,OLD,OLD,1181,1,1,CO,175.0,B5_GCO_F070_R2.txt,2,2,late,,1,171.62631928011191,171.62631928011191
A_OLD_CKPT_OLD_DATA,OLD,OLD,1182,0,0,Ethanol,100.0,B5_GEa_F080_R1.txt,1,2,late,,1,93.711594688874,93.711594688874
A_OLD_CKPT_OLD_DATA,OLD,OLD,1183,0,0,Ethanol,62.5,B5_GEa_F050_R1.txt,1,2,late,,1,67.70278445298322,67.70278445298322
A_OLD_CKPT_OLD_DATA,OLD,OLD,1184,2,2,Ethylene,62.5,B5_GEy_F050_R1.txt,1,2,late,,1,61.52030097651003,61.52030097651003
A_OLD_CKPT_OLD_DATA,OLD,OLD,1185,1,1,CO,75.0,B5_GCO_F030_R2.txt,2,2,late,,1,90.41575630225988,90.41575630225988
A_OLD_CKPT_OLD_DATA,OLD,OLD,1186,1,1,CO,225.0,B5_GCO_F090_R1.txt,1,2,late,,1,216.81600131643935,216.81600131643935
A_OLD_CKPT_OLD_DATA,OLD,OLD,1187,2,2,Ethylene,125.0,B5_GEy_F100_R1.txt,1,2,late,,1,111.8028249344193,111.8028249344193
A_OLD_CKPT_OLD_DATA,OLD,OLD,1188,3,3,Methane,200.0,B5_GMe_F080_R2.txt,2,2,late,,1,203.3239763181958,203.3239763181958
A_OLD_CKPT_OLD_DATA,OLD,OLD,1189,2,2,Ethylene,112.5,B5_GEy_F090_R2.txt,2,2,late,,1,116.26734231080957,116.26734231080957
A_OLD_CKPT_OLD_DATA,OLD,OLD,1190,3,3,Methane,100.0,B5_GMe_F040_R2.txt,2,2,late,,1,99.93785333596836,99.93785333596836
A_OLD_CKPT_OLD_DATA,OLD,OLD,1191,1,1,CO,100.0,B5_GCO_F040_R2.txt,2,2,late,,1,138.41702689217,138.41702689217
A_OLD_CKPT_OLD_DATA,OLD,OLD,1192,1,1,CO,50.0,B5_GCO_F020_R1.txt,1,2,late,,1,40.084559332799074,40.084559332799074
A_OLD_CKPT_OLD_DATA,OLD,OLD,1193,0,0,Ethanol,62.5,B5_GEa_F050_R2.txt,2,2,late,,1,65.86590085085147,65.86590085085147
A_OLD_CKPT_OLD_DATA,OLD,OLD,1194,1,1,CO,225.0,B5_GCO_F090_R1.txt,1,2,late,,1,223.83233059891103,223.83233059891103
A_OLD_CKPT_OLD_DATA,OLD,OLD,1195,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,243.7382449288648,243.7382449288648
A_OLD_CKPT_OLD_DATA,OLD,OLD,1196,3,3,Methane,100.0,B5_GMe_F040_R2.txt,2,2,late,,1,92.64621516494046,92.64621516494046
A_OLD_CKPT_OLD_DATA,OLD,OLD,1197,1,1,CO,150.0,B5_GCO_F060_R1.txt,1,2,late,,1,162.67840791601685,162.67840791601685
A_OLD_CKPT_OLD_DATA,OLD,OLD,1198,0,0,Ethanol,12.5,B5_GEa_F010_R1.txt,1,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,1199,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,220.2321373861211,220.2321373861211
A_OLD_CKPT_OLD_DATA,OLD,OLD,1200,2,2,Ethylene,37.5,B5_GEy_F030_R1.txt,1,2,late,,1,37.660207851192695,37.660207851192695
A_OLD_CKPT_OLD_DATA,OLD,OLD,1201,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,38.566298368478755,38.566298368478755
A_OLD_CKPT_OLD_DATA,OLD,OLD,1202,1,1,CO,200.0,B5_GCO_F080_R1.txt,1,2,late,,1,202.52500190601387,202.52500190601387
A_OLD_CKPT_OLD_DATA,OLD,OLD,1203,1,1,CO,175.0,B5_GCO_F070_R1.txt,1,2,late,,1,132.81276494268093,132.81276494268093
A_OLD_CKPT_OLD_DATA,OLD,OLD,1204,2,2,Ethylene,75.0,B5_GEy_F060_R2.txt,2,2,late,,1,76.25614035058587,76.25614035058587
A_OLD_CKPT_OLD_DATA,OLD,OLD,1205,3,3,Methane,250.0,B5_GMe_F100_R1.txt,1,2,late,,1,236.01776651400374,236.01776651400374
A_OLD_CKPT_OLD_DATA,OLD,OLD,1206,2,2,Ethylene,100.0,B5_GEy_F080_R2.txt,2,2,late,,1,96.76492927273185,96.76492927273185
A_OLD_CKPT_OLD_DATA,OLD,OLD,1207,1,1,CO,125.0,B5_GCO_F050_R2.txt,2,2,late,,1,132.23279926272693,132.23279926272693
A_OLD_CKPT_OLD_DATA,OLD,OLD,1208,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,223.9014291489036,223.9014291489036
A_OLD_CKPT_OLD_DATA,OLD,OLD,1209,3,3,Methane,225.0,B5_GMe_F090_R2.txt,2,2,late,,1,225.97836904159533,225.97836904159533
A_OLD_CKPT_OLD_DATA,OLD,OLD,1210,1,1,CO,250.0,B5_GCO_F100_R2.txt,2,2,late,,1,247.83721977396806,247.83721977396806
A_OLD_CKPT_OLD_DATA,OLD,OLD,1211,2,2,Ethylene,50.0,B5_GEy_F040_R1.txt,1,2,late,,1,50.430091419188045,50.430091419188045
A_OLD_CKPT_OLD_DATA,OLD,OLD,1212,0,0,Ethanol,125.0,B5_GEa_F100_R2.txt,2,2,late,,1,122.88544770385519,122.88544770385519
A_OLD_CKPT_OLD_DATA,OLD,OLD,1213,1,1,CO,25.0,B5_GCO_F010_R1.txt,1,2,late,,1,27.350177729090547,27.350177729090547
A_OLD_CKPT_OLD_DATA,OLD,OLD,1214,3,3,Methane,50.0,B5_GMe_F020_R1.txt,1,2,late,,1,53.57174594538026,53.57174594538026
A_OLD_CKPT_OLD_DATA,OLD,OLD,1215,1,1,CO,25.0,B5_GCO_F010_R2.txt,2,2,late,,1,25.0,25.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1216,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,237.09562046193832,237.09562046193832
A_OLD_CKPT_OLD_DATA,OLD,OLD,1217,3,3,Methane,225.0,B5_GMe_F090_R1.txt,1,2,late,,1,222.4316387482897,222.4316387482897
A_OLD_CKPT_OLD_DATA,OLD,OLD,1218,3,3,Methane,25.0,B5_GMe_F010_R2.txt,2,2,late,,1,32.06249224809774,32.06249224809774
A_OLD_CKPT_OLD_DATA,OLD,OLD,1219,2,2,Ethylene,125.0,B5_GEy_F100_R2.txt,2,2,late,,1,117.06457907556583,117.06457907556583
A_OLD_CKPT_OLD_DATA,OLD,OLD,1220,2,2,Ethylene,62.5,B5_GEy_F050_R1.txt,1,2,late,,1,62.36197441639891,62.36197441639891
A_OLD_CKPT_OLD_DATA,OLD,OLD,1221,0,0,Ethanol,37.5,B5_GEa_F030_R2.txt,2,2,late,,1,43.42664053479112,43.42664053479112
A_OLD_CKPT_OLD_DATA,OLD,OLD,1222,1,1,CO,225.0,B5_GCO_F090_R1.txt,1,2,late,,1,212.52990285343768,212.52990285343768
A_OLD_CKPT_OLD_DATA,OLD,OLD,1223,2,2,Ethylene,37.5,B5_GEy_F030_R1.txt,1,2,late,,1,35.40138995972734,35.40138995972734
A_OLD_CKPT_OLD_DATA,OLD,OLD,1224,3,3,Methane,50.0,B5_GMe_F020_R2.txt,2,2,late,,1,58.82893270397652,58.82893270397652
A_OLD_CKPT_OLD_DATA,OLD,OLD,1225,3,3,Methane,175.0,B5_GMe_F070_R1.txt,1,2,late,,1,175.20890767594574,175.20890767594574
A_OLD_CKPT_OLD_DATA,OLD,OLD,1226,0,0,Ethanol,87.5,B5_GEa_F070_R1.txt,1,2,late,,1,85.51339008991975,85.51339008991975
A_OLD_CKPT_OLD_DATA,OLD,OLD,1227,0,0,Ethanol,112.5,B5_GEa_F090_R2.txt,2,2,late,,1,106.9816608905771,106.9816608905771
A_OLD_CKPT_OLD_DATA,OLD,OLD,1228,0,0,Ethanol,50.0,B5_GEa_F040_R2.txt,2,2,late,,1,50.42849721679214,50.42849721679214
A_OLD_CKPT_OLD_DATA,OLD,OLD,1229,1,1,CO,225.0,B5_GCO_F090_R2.txt,2,2,late,,1,207.77101918372364,207.77101918372364
A_OLD_CKPT_OLD_DATA,OLD,OLD,1230,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,13.672733222463421,13.672733222463421
A_OLD_CKPT_OLD_DATA,OLD,OLD,1231,3,3,Methane,100.0,B5_GMe_F040_R1.txt,1,2,late,,1,105.58406783828163,105.58406783828163
A_OLD_CKPT_OLD_DATA,OLD,OLD,1232,2,2,Ethylene,50.0,B5_GEy_F040_R1.txt,1,2,late,,1,46.43313332741201,46.43313332741201
A_OLD_CKPT_OLD_DATA,OLD,OLD,1233,3,3,Methane,175.0,B5_GMe_F070_R2.txt,2,2,late,,1,174.68235087896016,174.68235087896016
A_OLD_CKPT_OLD_DATA,OLD,OLD,1234,2,2,Ethylene,62.5,B5_GEy_F050_R2.txt,2,2,late,,1,65.89682349034896,65.89682349034896
A_OLD_CKPT_OLD_DATA,OLD,OLD,1235,0,0,Ethanol,25.0,B5_GEa_F020_R2.txt,2,2,late,,1,29.005217241449404,29.005217241449404
A_OLD_CKPT_OLD_DATA,OLD,OLD,1236,2,2,Ethylene,125.0,B5_GEy_F100_R1.txt,1,2,late,,1,125.0,125.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1237,1,1,CO,175.0,B5_GCO_F070_R2.txt,2,2,late,,1,172.95622379725987,172.95622379725987
A_OLD_CKPT_OLD_DATA,OLD,OLD,1238,3,3,Methane,25.0,B5_GMe_F010_R2.txt,2,2,late,,1,36.36013554090529,36.36013554090529
A_OLD_CKPT_OLD_DATA,OLD,OLD,1239,3,3,Methane,25.0,B5_GMe_F010_R2.txt,2,2,late,,1,36.329226285513414,36.329226285513414
A_OLD_CKPT_OLD_DATA,OLD,OLD,1240,0,0,Ethanol,125.0,B5_GEa_F100_R1.txt,1,2,late,,1,123.6334110753305,123.6334110753305
A_OLD_CKPT_OLD_DATA,OLD,OLD,1241,3,3,Methane,250.0,B5_GMe_F100_R2.txt,2,2,late,,1,242.82241834284488,242.82241834284488
A_OLD_CKPT_OLD_DATA,OLD,OLD,1242,2,2,Ethylene,112.5,B5_GEy_F090_R2.txt,2,2,late,,1,118.66911585284848,118.66911585284848
A_OLD_CKPT_OLD_DATA,OLD,OLD,1243,3,3,Methane,175.0,B5_GMe_F070_R1.txt,1,2,late,,1,176.02059355473924,176.02059355473924
A_OLD_CKPT_OLD_DATA,OLD,OLD,1244,1,1,CO,200.0,B5_GCO_F080_R2.txt,2,2,late,,1,189.46057663958098,189.46057663958098
A_OLD_CKPT_OLD_DATA,OLD,OLD,1245,2,2,Ethylene,62.5,B5_GEy_F050_R2.txt,2,2,late,,1,58.861309385054085,58.861309385054085
A_OLD_CKPT_OLD_DATA,OLD,OLD,1246,2,2,Ethylene,100.0,B5_GEy_F080_R2.txt,2,2,late,,1,99.40572888895653,99.40572888895653
A_OLD_CKPT_OLD_DATA,OLD,OLD,1247,1,1,CO,150.0,B5_GCO_F060_R1.txt,1,2,late,,1,153.6323093846582,153.6323093846582
A_OLD_CKPT_OLD_DATA,OLD,OLD,1248,1,1,CO,75.0,B5_GCO_F030_R2.txt,2,2,late,,1,80.45741186803616,80.45741186803616
A_OLD_CKPT_OLD_DATA,OLD,OLD,1249,1,1,CO,100.0,B5_GCO_F040_R1.txt,1,2,late,,1,100.53159761304636,100.53159761304636
A_OLD_CKPT_OLD_DATA,OLD,OLD,1250,1,1,CO,200.0,B5_GCO_F080_R1.txt,1,2,late,,1,193.33823455806777,193.33823455806777
A_OLD_CKPT_OLD_DATA,OLD,OLD,1251,2,2,Ethylene,125.0,B5_GEy_F100_R1.txt,1,2,late,,1,124.92318878914759,124.92318878914759
A_OLD_CKPT_OLD_DATA,OLD,OLD,1252,1,1,CO,150.0,B5_GCO_F060_R2.txt,2,2,late,,1,167.57532867466227,167.57532867466227
A_OLD_CKPT_OLD_DATA,OLD,OLD,1253,0,0,Ethanol,87.5,B5_GEa_F070_R2.txt,2,2,late,,1,86.49865600620028,86.49865600620028
A_OLD_CKPT_OLD_DATA,OLD,OLD,1254,1,1,CO,50.0,B5_GCO_F020_R2.txt,2,2,late,,1,65.92733285735731,65.92733285735731
A_OLD_CKPT_OLD_DATA,OLD,OLD,1255,0,0,Ethanol,87.5,B5_GEa_F070_R1.txt,1,2,late,,1,87.70962878135569,87.70962878135569
A_OLD_CKPT_OLD_DATA,OLD,OLD,1256,3,3,Methane,50.0,B5_GMe_F020_R1.txt,1,2,late,,1,48.375355261022875,48.375355261022875
A_OLD_CKPT_OLD_DATA,OLD,OLD,1257,3,3,Methane,100.0,B5_GMe_F040_R2.txt,2,2,late,,1,99.80658749361936,99.80658749361936
A_OLD_CKPT_OLD_DATA,OLD,OLD,1258,0,0,Ethanol,50.0,B5_GEa_F040_R2.txt,2,2,late,,1,49.92579790344035,49.92579790344035
A_OLD_CKPT_OLD_DATA,OLD,OLD,1259,0,0,Ethanol,37.5,B5_GEa_F030_R1.txt,1,2,late,,1,39.36669352918882,39.36669352918882
A_OLD_CKPT_OLD_DATA,OLD,OLD,1260,0,0,Ethanol,12.5,B5_GEa_F010_R1.txt,1,2,late,,1,12.5,12.5
A_OLD_CKPT_OLD_DATA,OLD,OLD,1261,3,3,Methane,25.0,B5_GMe_F010_R1.txt,1,2,late,,1,25.0,25.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1262,3,3,Methane,50.0,B5_GMe_F020_R2.txt,2,2,late,,1,41.90645168775577,41.90645168775577
A_OLD_CKPT_OLD_DATA,OLD,OLD,1263,1,1,CO,200.0,B5_GCO_F080_R2.txt,2,2,late,,1,168.90852626296186,168.90852626296186
A_OLD_CKPT_OLD_DATA,OLD,OLD,1264,2,2,Ethylene,62.5,B5_GEy_F050_R1.txt,1,2,late,,1,57.54537721972861,57.54537721972861
A_OLD_CKPT_OLD_DATA,OLD,OLD,1265,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,250.0,250.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1266,0,0,Ethanol,62.5,B5_GEa_F050_R1.txt,1,2,late,,1,64.6646407565716,64.6646407565716
A_OLD_CKPT_OLD_DATA,OLD,OLD,1267,1,1,CO,25.0,B5_GCO_F010_R1.txt,1,2,late,,1,25.0,25.0
A_OLD_CKPT_OLD_DATA,OLD,OLD,1268,1,1,CO,200.0,B5_GCO_F080_R2.txt,2,2,late,,1,186.28689003776987,186.28689003776987
A_OLD_CKPT_OLD_DATA,OLD,OLD,1269,0,0,Ethanol,25.0,B5_GEa_F020_R1.txt,1,2,late,,1,28.118291863922444,28.118291863922444
A_OLD_CKPT_OLD_DATA,OLD,OLD,1270,0,0,Ethanol,62.5,B5_GEa_F050_R1.txt,1,2,late,,1,63.40544238464708,63.40544238464708
A_OLD_CKPT_OLD_DATA,OLD,OLD,1271,1,1,CO,75.0,B5_GCO_F030_R1.txt,1,2,late,,1,63.56199383896167,63.56199383896167
A_OLD_CKPT_OLD_DATA,OLD,OLD,1272,0,0,Ethanol,100.0,B5_GEa_F080_R1.txt,1,2,late,,1,98.44967537060451,98.44967537060451
A_OLD_CKPT_OLD_DATA,OLD,OLD,1273,0,0,Ethanol,125.0,B5_GEa_F100_R2.txt,2,2,late,,1,118.53903097859612,118.53903097859612
A_OLD_CKPT_OLD_DATA,OLD,OLD,1274,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,232.581130514248,232.581130514248
A_OLD_CKPT_OLD_DATA,OLD,OLD,1275,2,2,Ethylene,100.0,B5_GEy_F080_R1.txt,1,2,late,,1,98.63926533336969,98.63926533336969
A_OLD_CKPT_OLD_DATA,OLD,OLD,1276,2,2,Ethylene,25.0,B5_GEy_F020_R2.txt,2,2,late,,1,25.488588269570215,25.488588269570215
A_OLD_CKPT_OLD_DATA,OLD,OLD,1277,2,2,Ethylene,100.0,B5_GEy_F080_R2.txt,2,2,late,,1,99.03709467799524,99.03709467799524
A_OLD_CKPT_OLD_DATA,OLD,OLD,1278,3,3,Methane,150.0,B5_GMe_F060_R2.txt,2,2,late,,1,159.80344010048515,159.80344010048515
A_OLD_CKPT_OLD_DATA,OLD,OLD,1279,1,1,CO,250.0,B5_GCO_F100_R1.txt,1,2,late,,1,237.18256512601874,237.18256512601874
A_OLD_CKPT_OLD_DATA,OLD,OLD,1280,2,2,Ethylene,112.5,B5_GEy_F090_R1.txt,1,2,late,,1,116.57238638851322,116.57238638851322
A_OLD_CKPT_OLD_DATA,OLD,OLD,1281,1,1,CO,75.0,B5_GCO_F030_R1.txt,1,2,late,,1,62.444682170663135,62.444682170663135
A_OLD_CKPT_OLD_DATA,OLD,OLD,1282,2,2,Ethylene,100.0,B5_GEy_F080_R1.txt,1,2,late,,1,97.0807737703376,97.0807737703376
A_OLD_CKPT_OLD_DATA,OLD,OLD,1283,1,1,CO,175.0,B5_GCO_F070_R2.txt,2,2,late,,1,183.94950856362505,183.94950856362505
A_OLD_CKPT_OLD_DATA,OLD,OLD,1284,1,1,CO,175.0,B5_GCO_F070_R1.txt,1,2,late,,1,168.7403095852706,168.7403095852706
A_OLD_CKPT_OLD_DATA,OLD,OLD,1285,3,3,Methane,150.0,B5_GMe_F060_R2.txt,2,2,late,,1,149.7094664082145,149.7094664082145
A_OLD_CKPT_OLD_DATA,OLD,OLD,1286,3,3,Methane,175.0,B5_GMe_F070_R1.txt,1,2,late,,1,177.2077909038386,177.2077909038386
A_OLD_CKPT_OLD_DATA,OLD,OLD,1287,3,3,Methane,225.0,B5_GMe_F090_R2.txt,2,2,late,,1,221.27252915840586,221.27252915840586
A_OLD_CKPT_OLD_DATA,OLD,OLD,1288,2,2,Ethylene,50.0,B5_GEy_F040_R2.txt,2,2,late,,1,50.22338593562722,50.22338593562722
A_OLD_CKPT_OLD_DATA,OLD,OLD,1289,1,1,CO,50.0,B5_GCO_F020_R2.txt,2,2,late,,1,43.88852707408259,43.88852707408259
A_OLD_CKPT_OLD_DATA,OLD,OLD,1290,0,0,Ethanol,62.5,B5_GEa_F050_R2.txt,2,2,late,,1,65.2801833829141,65.2801833829141
A_OLD_CKPT_OLD_DATA,OLD,OLD,1291,2,2,Ethylene,25.0,B5_GEy_F020_R1.txt,1,2,late,,1,24.54067914521488,24.54067914521488
A_OLD_CKPT_OLD_DATA,OLD,OLD,1292,3,3,Methane,200.0,B5_GMe_F080_R2.txt,2,2,late,,1,192.5137617068271,192.5137617068271
A_OLD_CKPT_OLD_DATA,OLD,OLD,1293,1,1,CO,225.0,B5_GCO_F090_R1.txt,1,2,late,,1,223.80442236785913,223.80442236785913
A_OLD_CKPT_OLD_DATA,OLD,OLD,1294,3,3,Methane,125.0,B5_GMe_F050_R1.txt,1,2,late,,1,131.54658266991828,131.54658266991828
A_OLD_CKPT_OLD_DATA,OLD,OLD,1295,2,2,Ethylene,112.5,B5_GEy_F090_R2.txt,2,2,late,,1,117.29369216566147,117.29369216566147
A_OLD_CKPT_OLD_DATA,OLD,OLD,1296,2,2,Ethylene,62.5,B5_GEy_F050_R2.txt,2,2,late,,1,83.9619651076345,83.9619651076345
A_OLD_CKPT_OLD_DATA,OLD,OLD,1297,0,0,Ethanol,112.5,B5_GEa_F090_R1.txt,1,2,late,,1,105.71142568749934,105.71142568749934
A_OLD_CKPT_OLD_DATA,OLD,OLD,1298,1,1,CO,75.0,B5_GCO_F030_R1.txt,1,2,late,,1,41.98176118863029,41.98176118863029
A_OLD_CKPT_OLD_DATA,OLD,OLD,1299,3,3,Methane,150.0,B5_GMe_F060_R1.txt,1,2,late,,1,148.47990443518484,148.47990443518484
A_OLD_CKPT_OLD_DATA,OLD,OLD,1300,0,0,Ethanol,100.0,B5_GEa_F080_R2.txt,2,2,late,,1,93.52094551601009,93.52094551601009
A_OLD_CKPT_OLD_DATA,OLD,OLD,1301,2,2,Ethylene,87.5,B5_GEy_F070_R2.txt,2,2,late,,1,84.5943399196216,84.5943399196216
A_OLD_CKPT_OLD_DATA,OLD,OLD,1302,3,3,Methane,150.0,B5_GMe_F060_R2.txt,2,2,late,,1,151.12100960074926,151.12100960074926
