dataset,role,path,exists,bytes,sha256,shape,dtype,mean,std,min,max
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F070_R1.txt,True,3454506,1651037a3f1ef68a7c6899be443b2890903d3e566879dd5d97c7225ea1d53b13,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F070_R1.txt,True,3454506,1651037a3f1ef68a7c6899be443b2890903d3e566879dd5d97c7225ea1d53b13,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F070_R2.txt,True,4380000,97e5dea3912012633f9e3c6cc63b32afeb4fcc33081f08f585c145afe38d7502,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F070_R2.txt,True,4380000,97e5dea3912012633f9e3c6cc63b32afeb4fcc33081f08f585c145afe38d7502,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F080_R1.txt,True,4240132,e78a4758cd567432866e2e791b37442f012bde93264101435afbf594a7dcf70a,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F080_R1.txt,True,4240132,e78a4758cd567432866e2e791b37442f012bde93264101435afbf594a7dcf70a,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F080_R2.txt,True,4314154,b219645c6723685130f800fe25a0b49e015541690c01ddbd9a6457f4a16d7840,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F080_R2.txt,True,4314154,b219645c6723685130f800fe25a0b49e015541690c01ddbd9a6457f4a16d7840,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F090_R1.txt,True,4254221,0017c89feb4ed191181294cc9161ab4e166838e9ddfe446f87d78ee3f3af9d91,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F090_R1.txt,True,4254221,0017c89feb4ed191181294cc9161ab4e166838e9ddfe446f87d78ee3f3af9d91,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F090_R2.txt,True,4372627,8a9ab4fbf18436cfddbcc9ac1f48dedbdb16c469e40f8818209003fcbbf31718,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F090_R2.txt,True,4372627,8a9ab4fbf18436cfddbcc9ac1f48dedbdb16c469e40f8818209003fcbbf31718,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F100_R1.txt,True,4221444,62d50e91ba8992ad1b35a6715c9e683eab1f445dbd9ebd39e3eab38e26e58d81,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F100_R1.txt,True,4221444,62d50e91ba8992ad1b35a6715c9e683eab1f445dbd9ebd39e3eab38e26e58d81,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F100_R2.txt,True,4127858,bc4e62c50c7b4f57f8b6d9645df69859adfb9fa997865ccb019d12477c5c78f3,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEa_F100_R2.txt,True,4127858,bc4e62c50c7b4f57f8b6d9645df69859adfb9fa997865ccb019d12477c5c78f3,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F010_R1.txt,True,4380000,02ebe34f98069c54c2c96ecca594f54efadc773654b27e65a4be9994f7cada7e,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F010_R1.txt,True,4380000,02ebe34f98069c54c2c96ecca594f54efadc773654b27e65a4be9994f7cada7e,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F010_R2.txt,True,4377372,590684e6ca52322d39bd713ecef39254297f9732966a9750b87aeac2613c8d28,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F010_R2.txt,True,4377372,590684e6ca52322d39bd713ecef39254297f9732966a9750b87aeac2613c8d28,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F020_R1.txt,True,4379489,3827d23b72f408a8eb29200be6f90aa84d000f8001b7386dec17631987d55d75,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F020_R1.txt,True,4379489,3827d23b72f408a8eb29200be6f90aa84d000f8001b7386dec17631987d55d75,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F020_R2.txt,True,4379708,95b237d32e99191f2deb3c0a8e1a79edf081bf0bae14dc8e1b87e079fa03da14,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F020_R2.txt,True,4379708,95b237d32e99191f2deb3c0a8e1a79edf081bf0bae14dc8e1b87e079fa03da14,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F030_R1.txt,True,4380000,91bb6e9a910453a9a8b852ead5d1bafc81811951ad1b510354860ab1f249f2ae,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F030_R1.txt,True,4380000,91bb6e9a910453a9a8b852ead5d1bafc81811951ad1b510354860ab1f249f2ae,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F030_R2.txt,True,4363721,d83340cbd65c460b8ce6696b2ea285b931a22ee90b240f66f1d1b08012db9b47,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F030_R2.txt,True,4363721,d83340cbd65c460b8ce6696b2ea285b931a22ee90b240f66f1d1b08012db9b47,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F040_R1.txt,True,4378394,4683c5c9c4f5fd835eda12611b74605645e35463c2ed2652f76841d3d2f83111,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F040_R1.txt,True,4378394,4683c5c9c4f5fd835eda12611b74605645e35463c2ed2652f76841d3d2f83111,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F040_R2.txt,True,4380000,319bd7fc125a9bf7e7f3cc474f0f310522ac4468ebdf379cdf9abb591a5b19fa,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F040_R2.txt,True,4380000,319bd7fc125a9bf7e7f3cc474f0f310522ac4468ebdf379cdf9abb591a5b19fa,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F050_R1.txt,True,4377810,ba6f7d808497eb07e9c175c8819d2ed9929bdf668312f15ef65ba8eba59c9243,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F050_R1.txt,True,4377810,ba6f7d808497eb07e9c175c8819d2ed9929bdf668312f15ef65ba8eba59c9243,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F050_R2.txt,True,4378905,1415d39280b421973545cc85be582bba636cb9af589c2fe45af44e9e09dddcb8,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F050_R2.txt,True,4378905,1415d39280b421973545cc85be582bba636cb9af589c2fe45af44e9e09dddcb8,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F060_R1.txt,True,4380000,92fb976d0796fae0caa59e6545431c093f67904285ea1bb7d10e7e8a461522aa,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F060_R1.txt,True,4380000,92fb976d0796fae0caa59e6545431c093f67904285ea1bb7d10e7e8a461522aa,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F060_R2.txt,True,4380000,9a7439efca3fc36d2ba3624a43be73fec1824a3f240237af736b7fe7b299b4e9,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F060_R2.txt,True,4380000,9a7439efca3fc36d2ba3624a43be73fec1824a3f240237af736b7fe7b299b4e9,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F070_R1.txt,True,4374963,30fbe96ba95bc650c304c3d59da65df2f913e3feef50737f364208d4b9c170c2,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F070_R1.txt,True,4374963,30fbe96ba95bc650c304c3d59da65df2f913e3feef50737f364208d4b9c170c2,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F070_R2.txt,True,3496481,46bf9373dd7678b0f2152f0aec5b69589278c35b949ca87cb8e57a1c266f8978,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F070_R2.txt,True,3496481,46bf9373dd7678b0f2152f0aec5b69589278c35b949ca87cb8e57a1c266f8978,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F080_R1.txt,True,4379416,83f863fbf256051b8d3af40f88fffab2d85f397b76989e965bb896a1d9f90e6a,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F080_R1.txt,True,4379416,83f863fbf256051b8d3af40f88fffab2d85f397b76989e965bb896a1d9f90e6a,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F080_R2.txt,True,4364451,eb9bc57f5851c9b7454bafbc46b1b3f1e38f10b99becfeea3244586953d5da80,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F080_R2.txt,True,4364451,eb9bc57f5851c9b7454bafbc46b1b3f1e38f10b99becfeea3244586953d5da80,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F090_R1.txt,True,4379854,ebedb6dff30462d93923bcf9390e0613cea919bc4b21fbfa8b77989388b6399e,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F090_R1.txt,True,4379854,ebedb6dff30462d93923bcf9390e0613cea919bc4b21fbfa8b77989388b6399e,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F090_R2.txt,True,4380000,3847f2637c5502764dd2f86e255c3aed49cc9f183a7c98d1c05ca183ebdcdeb9,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F090_R2.txt,True,4380000,3847f2637c5502764dd2f86e255c3aed49cc9f183a7c98d1c05ca183ebdcdeb9,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F100_R1.txt,True,4380000,6390599c5b275e396125465f110f37848081b09076b9f45f51c9f7f4c6cb4a1a,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F100_R1.txt,True,4380000,6390599c5b275e396125465f110f37848081b09076b9f45f51c9f7f4c6cb4a1a,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F100_R2.txt,True,4371167,52d1a4eab3437975ec0a3978eaacf9b16a407658676070c37d512136e4344568,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GEy_F100_R2.txt,True,4371167,52d1a4eab3437975ec0a3978eaacf9b16a407658676070c37d512136e4344568,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F010_R1.txt,True,4379927,c1450948dc06ba3362d041b27f828ed98d1b5f8f21909b85ff8eec6f493645dd,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F010_R1.txt,True,4379927,c1450948dc06ba3362d041b27f828ed98d1b5f8f21909b85ff8eec6f493645dd,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F010_R2.txt,True,4254075,5b7f860a864531a4f723d34f85700a736c72b83a765fc3702889ea08198943cd,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F010_R2.txt,True,4254075,5b7f860a864531a4f723d34f85700a736c72b83a765fc3702889ea08198943cd,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F020_R1.txt,True,4379635,a565865a61768a7a872d9d223463ebaf8737dcff4e8b2e2698eb5b01c12e4ec6,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F020_R1.txt,True,4379635,a565865a61768a7a872d9d223463ebaf8737dcff4e8b2e2698eb5b01c12e4ec6,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F020_R2.txt,True,4376131,7fca0cc6d8bbde5c962ff3791e734896ebdc8502ff0b1571f21bbf0f13f4461b,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F020_R2.txt,True,4376131,7fca0cc6d8bbde5c962ff3791e734896ebdc8502ff0b1571f21bbf0f13f4461b,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F030_R1.txt,True,4379927,27755980cc0815acbc399c483351fbe091652a1c1c9ae0b0d7c70fc29d02874b,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F030_R1.txt,True,4379927,27755980cc0815acbc399c483351fbe091652a1c1c9ae0b0d7c70fc29d02874b,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F030_R2.txt,True,4063910,2359086303f5957792a4b989c0a2e4ebb453c7429a06f5877cde6e681de88d04,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F030_R2.txt,True,4063910,2359086303f5957792a4b989c0a2e4ebb453c7429a06f5877cde6e681de88d04,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F040_R1.txt,True,4378832,158cd7d0e98af8a739b735f97ff7654c0cbc8cc1d027cb21330235bba7d2db14,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F040_R1.txt,True,4378832,158cd7d0e98af8a739b735f97ff7654c0cbc8cc1d027cb21330235bba7d2db14,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F040_R2.txt,True,4379927,a9252fefb1d8738bca93015cb19e6d4e0921f59713f409e55fc772b13c2bd48f,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F040_R2.txt,True,4379927,a9252fefb1d8738bca93015cb19e6d4e0921f59713f409e55fc772b13c2bd48f,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F050_R1.txt,True,1408097,cf8d0854041dd586c1ff59d20017477320b82ee9b10e43838e1610a0a3b09a23,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F050_R1.txt,True,1408097,cf8d0854041dd586c1ff59d20017477320b82ee9b10e43838e1610a0a3b09a23,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F050_R2.txt,True,4359414,70bd60c08630e2b4cf446054a157afa5e4793b34cf45436cae3cf14d27c7dc68,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F050_R2.txt,True,4359414,70bd60c08630e2b4cf446054a157afa5e4793b34cf45436cae3cf14d27c7dc68,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F060_R1.txt,True,4379854,49f5fbbb159c0e86dcda35e1bedf09aa5332e6d1c5bc66ca234bf3dd8d676694,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F060_R1.txt,True,4379854,49f5fbbb159c0e86dcda35e1bedf09aa5332e6d1c5bc66ca234bf3dd8d676694,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F060_R2.txt,True,4375109,8d79040b756298eff10c3e05d26f1bd78a6a6fd0c3afd343b7203e6fb71a6479,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F060_R2.txt,True,4375109,8d79040b756298eff10c3e05d26f1bd78a6a6fd0c3afd343b7203e6fb71a6479,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F070_R1.txt,True,4379124,341091cb7e8e64bc40da49334eb5e17c944dd7b1b0d27c8543d36495c7cb3e9b,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F070_R1.txt,True,4379124,341091cb7e8e64bc40da49334eb5e17c944dd7b1b0d27c8543d36495c7cb3e9b,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F070_R2.txt,True,4379781,0029c6056058600f2b40dab8e538e64c021f566ac261da5c543f9179a930e608,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F070_R2.txt,True,4379781,0029c6056058600f2b40dab8e538e64c021f566ac261da5c543f9179a930e608,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F080_R1.txt,True,4380000,3f6043376b9ab4e20545001dcf6db240bff90e01b4316573e9fbd0924a7be89e,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F080_R1.txt,True,4380000,3f6043376b9ab4e20545001dcf6db240bff90e01b4316573e9fbd0924a7be89e,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F080_R2.txt,True,4207574,84202e55c3a643d62d04fd6d70913398cd57a652792dc3aeef39828d9d356a95,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F080_R2.txt,True,4207574,84202e55c3a643d62d04fd6d70913398cd57a652792dc3aeef39828d9d356a95,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F090_R1.txt,True,2950879,f3963533564146b0dfc48d6452c1d3d3cbcc021951a300306b60f67c1e3fb2a7,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F090_R1.txt,True,2950879,f3963533564146b0dfc48d6452c1d3d3cbcc021951a300306b60f67c1e3fb2a7,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F090_R2.txt,True,4376715,415f13e68a87530e74a2b5363f65afc1cee87f8608653f72636d20b4310792e6,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F090_R2.txt,True,4376715,415f13e68a87530e74a2b5363f65afc1cee87f8608653f72636d20b4310792e6,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F100_R1.txt,True,4204508,a57b47065630cb8e501a1f04a26108e01f331386998e14c2cfdf964c64e15417,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F100_R1.txt,True,4204508,a57b47065630cb8e501a1f04a26108e01f331386998e14c2cfdf964c64e15417,,,,,,
OLD,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F100_R2.txt,True,4380000,cd2ff0b79d894019d01a41c7a14db54fec1fbb4285f5c9d0da1273d160b8e88d,,,,,,
NEW,raw_unit5_file,D:\A Python learning\Federated Learning\TRAE SOLO\dataset\data1\B5_GMe_F100_R2.txt,True,4380000,cd2ff0b79d894019d01a41c7a14db54fec1fbb4285f5c9d0da1273d160b8e88d,,,,,,
