case,split,original_processed_index,class_id,concentration
A_C1234_source_C5_target,test,1249,2,125.0
A_C1234_source_C5_target,test,240,1,150.0
A_C1234_source_C5_target,test,1535,3,175.0
A_C1234_source_C5_target,test,1419,3,100.0
A_C1234_source_C5_target,test,747,0,100.0
A_C1234_source_C5_target,test,91,1,75.0
A_C1234_source_C5_target,test,740,0,100.0
A_C1234_source_C5_target,test,1562,3,200.0
A_C1234_source_C5_target,test,1363,3,75.0
A_C1234_source_C5_target,test,540,0,37.5
A_C1234_source_C5_target,test,1460,3,125.0
A_C1234_source_C5_target,test,234,1,150.0
A_C1234_source_C5_target,test,350,1,225.0
A_C1234_source_C5_target,test,658,0,75.0
A_C1234_source_C5_target,test,346,1,225.0
A_C1234_source_C5_target,test,1477,3,150.0
A_C1234_source_C5_target,test,1048,2,62.5
A_C1234_source_C5_target,test,1035,2,62.5
A_C1234_source_C5_target,test,786,0,112.5
A_C1234_source_C5_target,test,1290,3,25.0
A_C1234_source_C5_target,test,1634,3,225.0
A_C1234_source_C5_target,test,1282,3,25.0
A_C1234_source_C5_target,test,1489,3,150.0
A_C1234_source_C5_target,test,1547,3,175.0
A_C1234_source_C5_target,test,1096,2,87.5
A_C1234_source_C5_target,test,1567,3,200.0
A_C1234_source_C5_target,test,491,0,25.0
A_C1234_source_C5_target,test,218,1,150.0
A_C1234_source_C5_target,test,313,1,200.0
A_C1234_source_C5_target,test,1085,2,75.0
A_C1234_source_C5_target,test,1486,3,150.0
A_C1234_source_C5_target,test,678,0,87.5
A_C1234_source_C5_target,test,628,0,62.5
A_C1234_source_C5_target,test,157,1,100.0
A_C1234_source_C5_target,test,1655,3,250.0
A_C1234_source_C5_target,test,1010,2,62.5
A_C1234_source_C5_target,test,1433,3,125.0
A_C1234_source_C5_target,test,46,1,50.0
A_C1234_source_C5_target,test,418,1,250.0
A_C1234_source_C5_target,test,1559,3,200.0
A_C1234_source_C5_target,test,1297,3,25.0
A_C1234_source_C5_target,test,554,0,50.0
A_C1234_source_C5_target,test,1218,2,125.0
A_C1234_source_C5_target,test,719,0,100.0
A_C1234_source_C5_target,test,65,1,50.0
A_C1234_source_C5_target,test,1560,3,200.0
A_C1234_source_C5_target,test,828,0,125.0
A_C1234_source_C5_target,test,602,0,62.5
A_C1234_source_C5_target,test,1349,3,75.0
A_C1234_source_C5_target,test,1646,3,250.0
A_C1234_source_C5_target,test,1524,3,175.0
A_C1234_source_C5_target,test,516,0,37.5
A_C1234_source_C5_target,test,1436,3,125.0
A_C1234_source_C5_target,test,780,0,112.5
A_C1234_source_C5_target,test,1111,2,87.5
A_C1234_source_C5_target,test,1614,3,225.0
A_C1234_source_C5_target,test,837,0,125.0
A_C1234_source_C5_target,test,986,2,50.0
A_C1234_source_C5_target,test,1179,2,112.5
A_C1234_source_C5_target,test,893,2,25.0
A_C1234_source_C5_target,test,78,1,50.0
A_C1234_source_C5_target,test,434,0,12.5
A_C1234_source_C5_target,test,412,1,250.0
A_C1234_source_C5_target,test,693,0,87.5
A_C1234_source_C5_target,test,279,1,175.0
A_C1234_source_C5_target,test,1463,3,125.0
A_C1234_source_C5_target,test,880,2,12.5
A_C1234_source_C5_target,test,784,0,112.5
A_C1234_source_C5_target,test,423,0,12.5
A_C1234_source_C5_target,test,629,0,62.5
A_C1234_source_C5_target,test,421,0,12.5
A_C1234_source_C5_target,test,513,0,37.5
A_C1234_source_C5_target,test,902,2,25.0
A_C1234_source_C5_target,test,1169,2,100.0
A_C1234_source_C5_target,test,391,1,250.0
A_C1234_source_C5_target,test,1337,3,50.0
A_C1234_source_C5_target,test,1087,2,75.0
A_C1234_source_C5_target,test,820,0,125.0
A_C1234_source_C5_target,test,807,0,125.0
A_C1234_source_C5_target,test,138,1,100.0
A_C1234_source_C5_target,test,1575,3,200.0
A_C1234_source_C5_target,test,1034,2,62.5
A_C1234_source_C5_target,test,214,1,150.0
A_C1234_source_C5_target,test,861,2,12.5
A_C1234_source_C5_target,test,1237,2,125.0
A_C1234_source_C5_target,test,51,1,50.0
A_C1234_source_C5_target,test,24,1,25.0
A_C1234_source_C5_target,test,779,0,112.5
A_C1234_source_C5_target,test,1331,3,50.0
A_C1234_source_C5_target,test,1530,3,175.0
A_C1234_source_C5_target,test,60,1,50.0
A_C1234_source_C5_target,test,130,1,100.0
A_C1234_source_C5_target,test,605,0,62.5
A_C1234_source_C5_target,test,1133,2,87.5
A_C1234_source_C5_target,test,679,0,87.5
A_C1234_source_C5_target,test,1313,3,50.0
A_C1234_source_C5_target,test,1346,3,75.0
A_C1234_source_C5_target,test,118,1,75.0
A_C1234_source_C5_target,test,1054,2,75.0
A_C1234_source_C5_target,test,522,0,37.5
A_C1234_source_C5_target,test,158,1,100.0
A_C1234_source_C5_target,test,1670,3,250.0
A_C1234_source_C5_target,test,479,0,25.0
A_C1234_source_C5_target,test,1570,3,200.0
A_C1234_source_C5_target,test,520,0,37.5
A_C1234_source_C5_target,test,1105,2,87.5
A_C1234_source_C5_target,test,490,0,25.0
A_C1234_source_C5_target,test,948,2,37.5
A_C1234_source_C5_target,test,1152,2,100.0
A_C1234_source_C5_target,test,1051,2,75.0
A_C1234_source_C5_target,test,668,0,75.0
A_C1234_source_C5_target,test,1303,3,50.0
A_C1234_source_C5_target,test,1405,3,100.0
A_C1234_source_C5_target,test,140,1,100.0
A_C1234_source_C5_target,test,1564,3,200.0
A_C1234_source_C5_target,test,378,1,250.0
A_C1234_source_C5_target,test,959,2,37.5
A_C1234_source_C5_target,test,452,0,12.5
A_C1234_source_C5_target,test,987,2,50.0
A_C1234_source_C5_target,test,1113,2,87.5
A_C1234_source_C5_target,test,439,0,12.5
A_C1234_source_C5_target,test,302,1,200.0
A_C1234_source_C5_target,test,362,1,225.0
A_C1234_source_C5_target,test,1284,3,25.0
A_C1234_source_C5_target,test,1526,3,175.0
A_C1234_source_C5_target,test,1077,2,75.0
A_C1234_source_C5_target,test,1200,2,112.5
A_C1234_source_C5_target,test,700,0,87.5
A_C1234_source_C5_target,test,0,1,25.0
A_C1234_source_C5_target,test,1028,2,62.5
A_C1234_source_C5_target,test,101,1,75.0
A_C1234_source_C5_target,test,1015,2,62.5
A_C1234_source_C5_target,test,395,1,250.0
A_C1234_source_C5_target,test,399,1,250.0
A_C1234_source_C5_target,test,503,0,25.0
A_C1234_source_C5_target,test,506,0,37.5
A_C1234_source_C5_target,test,230,1,150.0
A_C1234_source_C5_target,test,16,1,25.0
A_C1234_source_C5_target,test,275,1,175.0
A_C1234_source_C5_target,test,1398,3,100.0
A_C1234_source_C5_target,test,954,2,37.5
A_C1234_source_C5_target,test,186,1,125.0
A_C1234_source_C5_target,test,1549,3,175.0
A_C1234_source_C5_target,test,508,0,37.5
A_C1234_source_C5_target,test,1309,3,50.0
A_C1234_source_C5_target,test,1357,3,75.0
A_C1234_source_C5_target,test,1268,3,25.0
A_C1234_source_C5_target,test,1407,3,100.0
A_C1234_source_C5_target,test,285,1,175.0
A_C1234_source_C5_target,test,923,2,25.0
A_C1234_source_C5_target,test,311,1,200.0
A_C1234_source_C5_target,test,1066,2,75.0
A_C1234_source_C5_target,test,11,1,25.0
A_C1234_source_C5_target,test,1369,3,75.0
A_C1234_source_C5_target,test,643,0,75.0
A_C1234_source_C5_target,test,733,0,100.0
A_C1234_source_C5_target,test,374,1,225.0
A_C1234_source_C5_target,test,762,0,112.5
A_C1234_source_C5_target,test,1097,2,87.5
A_C1234_source_C5_target,test,1293,3,25.0
A_C1234_source_C5_target,test,190,1,125.0
A_C1234_source_C5_target,test,1606,3,225.0
A_C1234_source_C5_target,test,596,0,62.5
A_C1234_source_C5_target,test,1557,3,200.0
A_C1234_source_C5_target,test,999,2,50.0
A_C1234_source_C5_target,test,1620,3,225.0
A_C1234_source_C5_target,test,358,1,225.0
A_C1234_source_C5_target,test,32,1,25.0
A_C1234_source_C5_target,test,708,0,87.5
A_C1234_source_C5_target,test,1329,3,50.0
A_C1234_source_C5_target,test,562,0,50.0
A_C1234_source_C5_target,test,49,1,50.0
A_C1234_source_C5_target,test,527,0,37.5
A_C1234_source_C5_target,test,184,1,125.0
A_C1234_source_C5_target,test,76,1,50.0
A_C1234_source_C5_target,test,168,1,125.0
A_C1234_source_C5_target,test,1261,3,25.0
A_C1234_source_C5_target,test,1093,2,87.5
A_C1234_source_C5_target,test,457,0,12.5
A_C1234_source_C5_target,test,1244,2,125.0
A_C1234_source_C5_target,test,1064,2,75.0
A_C1234_source_C5_target,test,1509,3,150.0
A_C1234_source_C5_target,test,683,0,87.5
A_C1234_source_C5_target,test,18,1,25.0
A_C1234_source_C5_target,test,1321,3,50.0
A_C1234_source_C5_target,test,818,0,125.0
A_C1234_source_C5_target,test,514,0,37.5
A_C1234_source_C5_target,test,991,2,50.0
A_C1234_source_C5_target,test,1422,3,100.0
A_C1234_source_C5_target,test,1453,3,125.0
A_C1234_source_C5_target,test,768,0,112.5
A_C1234_source_C5_target,test,447,0,12.5
A_C1234_source_C5_target,test,504,0,37.5
A_C1234_source_C5_target,test,210,1,150.0
A_C1234_source_C5_target,test,343,1,225.0
A_C1234_source_C5_target,test,1108,2,87.5
A_C1234_source_C5_target,test,431,0,12.5
A_C1234_source_C5_target,test,121,1,75.0
A_C1234_source_C5_target,test,1487,3,150.0
A_C1234_source_C5_target,test,1364,3,75.0
A_C1234_source_C5_target,test,989,2,50.0
A_C1234_source_C5_target,test,1627,3,225.0
A_C1234_source_C5_target,test,530,0,37.5
A_C1234_source_C5_target,test,1129,2,87.5
A_C1234_source_C5_target,test,129,1,100.0
A_C1234_source_C5_target,test,497,0,25.0
A_C1234_source_C5_target,test,1440,3,125.0
A_C1234_source_C5_target,test,94,1,75.0
A_C1234_source_C5_target,test,825,0,125.0
A_C1234_source_C5_target,test,1496,3,150.0
A_C1234_source_C5_target,test,515,0,37.5
A_C1234_source_C5_target,test,895,2,25.0
A_C1234_source_C5_target,test,866,2,12.5
A_C1234_source_C5_target,test,619,0,62.5
A_C1234_source_C5_target,test,1579,3,200.0
A_C1234_source_C5_target,test,650,0,75.0
A_C1234_source_C5_target,test,595,0,62.5
A_C1234_source_C5_target,test,1649,3,250.0
A_C1234_source_C5_target,test,1604,3,225.0
A_C1234_source_C5_target,test,1600,3,225.0
A_C1234_source_C5_target,test,723,0,100.0
A_C1234_source_C5_target,test,809,0,125.0
A_C1234_source_C5_target,test,1157,2,100.0
A_C1234_source_C5_target,test,272,1,175.0
A_C1234_source_C5_target,test,695,0,87.5
A_C1234_source_C5_target,test,1664,3,250.0
A_C1234_source_C5_target,test,553,0,50.0
A_C1234_source_C5_target,test,579,0,50.0
A_C1234_source_C5_target,test,1665,3,250.0
A_C1234_source_C5_target,test,739,0,100.0
A_C1234_source_C5_target,test,340,1,225.0
A_C1234_source_C5_target,test,1252,2,125.0
A_C1234_source_C5_target,test,69,1,50.0
A_C1234_source_C5_target,test,245,1,150.0
A_C1234_source_C5_target,test,1371,3,75.0
A_C1234_source_C5_target,test,1222,2,125.0
A_C1234_source_C5_target,test,247,1,150.0
A_C1234_source_C5_target,test,363,1,225.0
A_C1234_source_C5_target,test,622,0,62.5
A_C1234_source_C5_target,test,853,2,12.5
A_C1234_source_C5_target,test,1338,3,50.0
A_C1234_source_C5_target,test,1402,3,100.0
A_C1234_source_C5_target,test,244,1,150.0
A_C1234_source_C5_target,test,268,1,175.0
A_C1234_source_C5_target,test,41,1,25.0
A_C1234_source_C5_target,test,763,0,112.5
A_C1234_source_C5_target,test,563,0,50.0
A_C1234_source_C5_target,test,1254,2,125.0
A_C1234_source_C5_target,test,869,2,12.5
A_C1234_source_C5_target,test,1519,3,175.0
A_C1234_source_C5_target,test,1086,2,75.0
A_C1234_source_C5_target,test,1307,3,50.0
A_C1234_source_C5_target,test,1073,2,75.0
A_C1234_source_C5_target,test,35,1,25.0
A_C1234_source_C5_target,test,1479,3,150.0
A_C1234_source_C5_target,test,292,1,175.0
A_C1234_source_C5_target,test,849,2,12.5
A_C1234_source_C5_target,test,677,0,87.5
A_C1234_source_C5_target,test,312,1,200.0
A_C1234_source_C5_target,test,1492,3,150.0
A_C1234_source_C5_target,test,1473,3,150.0
A_C1234_source_C5_target,test,1168,2,100.0
A_C1234_source_C5_target,test,335,1,200.0
A_C1234_source_C5_target,test,183,1,125.0
A_C1234_source_C5_target,test,1587,3,200.0
A_C1234_source_C5_target,test,939,2,37.5
A_C1234_source_C5_target,test,1565,3,200.0
A_C1234_source_C5_target,test,1160,2,100.0
A_C1234_source_C5_target,test,1341,3,50.0
A_C1234_source_C5_target,test,472,0,25.0
A_C1234_source_C5_target,test,124,1,75.0
A_C1234_source_C5_target,test,741,0,100.0
A_C1234_source_C5_target,test,1482,3,150.0
A_C1234_source_C5_target,test,331,1,200.0
A_C1234_source_C5_target,test,1180,2,112.5
A_C1234_source_C5_target,test,884,2,25.0
A_C1234_source_C5_target,test,556,0,50.0
A_C1234_source_C5_target,test,163,1,100.0
A_C1234_source_C5_target,test,624,0,62.5
A_C1234_source_C5_target,test,1416,3,100.0
A_C1234_source_C5_target,test,1521,3,175.0
A_C1234_source_C5_target,test,1577,3,200.0
A_C1234_source_C5_target,test,829,0,125.0
A_C1234_source_C5_target,test,648,0,75.0
A_C1234_source_C5_target,test,258,1,175.0
A_C1234_source_C5_target,test,1373,3,75.0
A_C1234_source_C5_target,test,440,0,12.5
A_C1234_source_C5_target,test,1139,2,100.0
A_C1234_source_C5_target,test,1103,2,87.5
A_C1234_source_C5_target,test,590,0,62.5
A_C1234_source_C5_target,test,132,1,100.0
A_C1234_source_C5_target,test,921,2,25.0
A_C1234_source_C5_target,test,953,2,37.5
A_C1234_source_C5_target,test,322,1,200.0
A_C1234_source_C5_target,test,1546,3,175.0
A_C1234_source_C5_target,test,958,2,37.5
A_C1234_source_C5_target,test,88,1,75.0
A_C1234_source_C5_target,test,1441,3,125.0
A_C1234_source_C5_target,test,476,0,25.0
A_C1234_source_C5_target,test,834,0,125.0
A_C1234_source_C5_target,test,588,0,62.5
A_C1234_source_C5_target,test,398,1,250.0
A_C1234_source_C5_target,test,725,0,100.0
A_C1234_source_C5_target,test,233,1,150.0
A_C1234_source_C5_target,test,81,1,50.0
A_C1234_source_C5_target,test,845,2,12.5
A_C1234_source_C5_target,test,53,1,50.0
A_C1234_source_C5_target,test,765,0,112.5
A_C1234_source_C5_target,test,1415,3,100.0
A_C1234_source_C5_target,test,664,0,75.0
A_C1234_source_C5_target,test,155,1,100.0
A_C1234_source_C5_target,test,1235,2,125.0
A_C1234_source_C5_target,test,1366,3,75.0
A_C1234_source_C5_target,test,542,0,37.5
A_C1234_source_C5_target,test,879,2,12.5
A_C1234_source_C5_target,test,1191,2,112.5
A_C1234_source_C5_target,test,732,0,100.0
A_C1234_source_C5_target,test,946,2,37.5
A_C1234_source_C5_target,test,608,0,62.5
A_C1234_source_C5_target,test,673,0,87.5
A_C1234_source_C5_target,test,992,2,50.0
A_C1234_source_C5_target,test,223,1,150.0
A_C1234_source_C5_target,test,1148,2,100.0
A_C1234_source_C5_target,test,1162,2,100.0
A_C1234_source_C5_target,test,882,2,25.0
A_C1234_source_C5_target,test,533,0,37.5
A_C1234_source_C5_target,test,586,0,50.0
A_C1234_source_C5_target,test,80,1,50.0
A_C1234_source_C5_target,test,328,1,200.0
A_C1234_source_C5_target,test,310,1,200.0
A_C1234_source_C5_target,test,635,0,75.0
A_C1234_source_C5_target,test,717,0,100.0
A_C1234_source_C5_target,test,255,1,175.0
A_C1234_source_C5_target,test,646,0,75.0
A_C1234_source_C5_target,test,242,1,150.0
A_C1234_source_C5_target,test,621,0,62.5
A_C1234_source_C5_target,test,1229,2,125.0
A_C1234_source_C5_target,test,1454,3,125.0
A_C1234_source_C5_target,test,131,1,100.0
A_C1234_source_C5_target,test,1474,3,150.0
A_C1234_source_C5_target,test,1628,3,225.0
A_C1234_source_C5_target,test,1099,2,87.5
A_C1234_source_C5_target,test,1542,3,175.0
A_C1234_source_C5_target,test,1174,2,100.0
A_C1234_source_C5_target,test,33,1,25.0
A_C1234_source_C5_target,test,283,1,175.0
A_C1234_source_C5_target,test,39,1,25.0
A_C1234_source_C5_target,test,1061,2,75.0
A_C1234_source_C5_target,test,815,0,125.0
A_C1234_source_C5_target,test,593,0,62.5
A_C1234_source_C5_target,test,300,1,200.0
A_C1234_source_C5_target,test,1118,2,87.5
A_C1234_source_C5_target,test,326,1,200.0
A_C1234_source_C5_target,test,1666,3,250.0
A_C1234_source_C5_target,test,139,1,100.0
A_C1234_source_C5_target,test,1378,3,75.0
A_C1234_source_C5_target,test,552,0,50.0
A_C1234_source_C5_target,test,1033,2,62.5
A_C1234_source_C5_target,test,785,0,112.5
A_C1234_source_C5_target,test,284,1,175.0
A_C1234_source_C5_target,test,583,0,50.0
A_C1234_source_C5_target,test,1411,3,100.0
A_C1234_source_C5_target,test,1437,3,125.0
A_C1234_source_C5_target,test,42,1,50.0
A_C1234_source_C5_target,test,770,0,112.5
A_C1234_source_C5_target,test,243,1,150.0
A_C1234_source_C5_target,test,645,0,75.0
A_C1234_source_C5_target,test,1285,3,25.0
A_C1234_source_C5_target,test,1236,2,125.0
A_C1234_source_C5_target,test,435,0,12.5
A_C1234_source_C5_target,test,564,0,50.0
A_C1234_source_C5_target,test,656,0,75.0
A_C1234_source_C5_target,test,1465,3,125.0
A_C1234_source_C5_target,test,52,1,50.0
A_C1234_source_C5_target,test,296,1,200.0
A_C1234_source_C5_target,test,1412,3,100.0
A_C1234_source_C5_target,test,827,0,125.0
A_C1234_source_C5_target,test,901,2,25.0
A_C1234_source_C5_target,test,1389,3,100.0
A_C1234_source_C5_target,test,1536,3,175.0
A_C1234_source_C5_target,test,238,1,150.0
A_C1234_source_C5_target,test,330,1,200.0
A_C1234_source_C5_target,test,1344,3,75.0
A_C1234_source_C5_target,test,228,1,150.0
A_C1234_source_C5_target,test,422,0,12.5
A_C1234_source_C5_target,test,1185,2,112.5
A_C1234_source_C5_target,test,964,2,37.5
A_C1234_source_C5_target,test,804,0,125.0
A_C1234_source_C5_target,test,90,1,75.0
A_C1234_source_C5_target,test,83,1,50.0
A_C1234_source_C5_target,test,1505,3,150.0
A_C1234_source_C5_target,test,122,1,75.0
A_C1234_source_C5_target,test,675,0,87.5
A_C1234_source_C5_target,test,681,0,87.5
A_C1234_source_C5_target,test,995,2,50.0
A_C1234_source_C5_target,test,918,2,25.0
A_C1234_source_C5_target,test,85,1,75.0
A_C1234_source_C5_target,test,1024,2,62.5
A_C1234_source_C5_target,test,1554,3,200.0
A_C1234_source_C5_target,test,905,2,25.0
A_C1234_source_C5_target,test,1553,3,175.0
A_C1234_source_C5_target,test,1186,2,112.5
A_C1234_source_C5_target,test,949,2,37.5
A_C1234_source_C5_target,test,1037,2,62.5
A_C1234_source_C5_target,test,848,2,12.5
A_C1234_source_C5_target,test,270,1,175.0
A_C1234_source_C5_target,test,920,2,25.0
A_C1234_source_C5_target,test,904,2,25.0
A_C1234_source_C5_target,test,361,1,225.0
A_C1234_source_C5_target,test,760,0,112.5
A_C1234_source_C5_target,test,1270,3,25.0
A_C1234_source_C5_target,test,1278,3,25.0
A_C1234_source_C5_target,test,976,2,50.0
A_C1234_source_C5_target,test,1255,2,125.0
A_C1234_source_C5_target,test,205,1,125.0
A_C1234_source_C5_target,test,392,1,250.0
A_C1234_source_C5_target,test,1234,2,125.0
A_C1234_source_C5_target,test,1327,3,50.0
A_C1234_source_C5_target,test,1610,3,225.0
A_C1234_source_C5_target,test,1551,3,175.0
A_C1234_source_C5_target,test,1213,2,112.5
A_C1234_source_C5_target,test,126,1,100.0
A_C1234_source_C5_target,test,482,0,25.0
A_C1234_source_C5_target,test,1283,3,25.0
A_C1234_source_C5_target,test,907,2,25.0
A_C1234_source_C5_target,test,28,1,25.0
A_C1234_source_C5_target,test,792,0,112.5
A_C1234_source_C5_target,test,5,1,25.0
A_C1234_source_C5_target,test,544,0,37.5
A_C1234_source_C5_target,test,850,2,12.5
A_C1234_source_C5_target,test,483,0,25.0
A_C1234_source_C5_target,test,1276,3,25.0
A_C1234_source_C5_target,test,1594,3,200.0
A_C1234_source_C5_target,test,1046,2,62.5
A_C1234_source_C5_target,test,1208,2,112.5
A_C1234_source_C5_target,test,199,1,125.0
A_C1234_source_C5_target,test,323,1,200.0
A_C1234_source_C5_target,test,55,1,50.0
A_C1234_source_C5_target,test,162,1,100.0
A_C1234_source_C5_target,test,1362,3,75.0
A_C1234_source_C5_target,test,1112,2,87.5
A_C1234_source_C5_target,test,1457,3,125.0
A_C1234_source_C5_target,test,73,1,50.0
A_C1234_source_C5_target,test,430,0,12.5
A_C1234_source_C5_target,test,1165,2,100.0
A_C1234_source_C5_target,test,1506,3,150.0
A_C1234_source_C5_target,test,1494,3,150.0
A_C1234_source_C5_target,test,943,2,37.5
A_C1234_source_C5_target,test,1347,3,75.0
A_C1234_source_C5_target,test,372,1,225.0
A_C1234_source_C5_target,test,1231,2,125.0
A_C1234_source_C5_target,test,1158,2,100.0
A_C1234_source_C5_target,test,970,2,50.0
A_C1234_source_C5_target,test,911,2,25.0
A_C1234_source_C5_target,test,620,0,62.5
A_C1234_source_C5_target,test,429,0,12.5
A_C1234_source_C5_target,test,1167,2,100.0
A_C1234_source_C5_target,test,1622,3,225.0
A_C1234_source_C5_target,test,315,1,200.0
A_C1234_source_C5_target,test,1273,3,25.0
A_C1234_source_C5_target,test,808,0,125.0
A_C1234_source_C5_target,test,707,0,87.5
A_C1234_source_C5_target,test,22,1,25.0
A_C1234_source_C5_target,test,757,0,112.5
A_C1234_source_C5_target,test,189,1,125.0
A_C1234_source_C5_target,test,582,0,50.0
A_C1234_source_C5_target,test,1512,3,175.0
A_C1234_source_C5_target,test,790,0,112.5
A_C1234_source_C5_target,test,684,0,87.5
A_C1234_source_C5_target,test,898,2,25.0
A_C1234_source_C5_target,test,282,1,175.0
A_C1234_source_C5_target,test,141,1,100.0
A_C1234_source_C5_target,test,249,1,150.0
A_C1234_source_C5_target,test,798,0,125.0
A_C1234_source_C5_target,test,718,0,100.0
A_C1234_source_C5_target,test,864,2,12.5
A_C1234_source_C5_target,test,736,0,100.0
A_C1234_source_C5_target,test,947,2,37.5
A_C1234_source_C5_target,test,925,2,37.5
A_C1234_source_C5_target,test,25,1,25.0
A_C1234_source_C5_target,test,876,2,12.5
A_C1234_source_C5_target,test,659,0,75.0
A_C1234_source_C5_target,test,601,0,62.5
A_C1234_source_C5_target,test,1503,3,150.0
A_C1234_source_C5_target,test,1612,3,225.0
A_C1234_source_C5_target,test,1166,2,100.0
A_C1234_source_C5_target,test,227,1,150.0
A_C1234_source_C5_target,test,1089,2,75.0
A_C1234_source_C5_target,test,1556,3,200.0
A_C1234_source_C5_target,test,174,1,125.0
A_C1234_source_C5_target,test,1134,2,100.0
A_C1234_source_C5_target,test,248,1,150.0
A_C1234_source_C5_target,test,1132,2,87.5
A_C1234_source_C5_target,test,942,2,37.5
A_C1234_source_C5_target,test,839,0,125.0
A_C1234_source_C5_target,test,713,0,87.5
A_C1234_source_C5_target,test,1342,3,50.0
A_C1234_source_C5_target,test,161,1,100.0
A_C1234_source_C5_target,test,89,1,75.0
A_C1234_source_C5_target,test,1652,3,250.0
A_C1234_source_C5_target,test,62,1,50.0
A_C1234_source_C5_target,test,888,2,25.0
A_C1234_source_C5_target,test,1599,3,225.0
A_C1234_source_C5_target,test,241,1,150.0
A_C1234_source_C5_target,test,1110,2,87.5
A_C1234_source_C5_target,test,591,0,62.5
A_C1234_source_C5_target,test,821,0,125.0
A_C1234_source_C5_target,test,1038,2,62.5
A_C1234_source_C5_target,test,297,1,200.0
A_C1234_source_C5_target,test,1382,3,75.0
A_C1234_source_C5_target,test,469,0,25.0
A_C1234_source_C5_target,test,932,2,37.5
A_C1234_source_C5_target,test,881,2,12.5
A_C1234_source_C5_target,test,1184,2,112.5
A_C1234_source_C5_target,test,908,2,25.0
A_C1234_source_C5_target,test,1423,3,100.0
A_C1234_source_C5_target,test,309,1,200.0
A_C1234_source_C5_target,test,92,1,75.0
A_C1234_source_C5_target,test,474,0,25.0
A_C1234_source_C5_target,test,348,1,225.0
A_C1234_source_C5_target,test,1091,2,75.0
A_C1234_source_C5_target,test,191,1,125.0
A_C1234_source_C5_target,test,1090,2,75.0
A_C1234_source_C5_target,test,689,0,87.5
A_C1234_source_C5_target,test,407,1,250.0
A_C1234_source_C5_target,test,468,0,25.0
A_C1234_source_C5_target,test,573,0,50.0
A_C1234_source_C5_target,test,783,0,112.5
A_C1234_source_C5_target,test,1199,2,112.5
A_C1234_source_C5_target,test,1079,2,75.0
A_C1234_source_C5_target,test,539,0,37.5
A_C1234_source_C5_target,test,1583,3,200.0
A_C1234_source_C5_target,test,1400,3,100.0
A_C1234_source_C5_target,test,44,1,50.0
A_C1234_source_C5_target,test,652,0,75.0
A_C1234_source_C5_target,test,560,0,50.0
A_C1234_source_C5_target,test,414,1,250.0
A_C1234_source_C5_target,test,20,1,25.0
A_C1234_source_C5_target,test,753,0,100.0
A_C1234_source_C5_target,test,1207,2,112.5
A_C1234_source_C5_target,test,1516,3,175.0
A_C1234_source_C5_target,test,767,0,112.5
A_C1234_source_C5_target,test,1245,2,125.0
A_C1234_source_C5_target,test,84,1,75.0
A_C1234_source_C5_target,test,1611,3,225.0
A_C1234_source_C5_target,test,1317,3,50.0
A_C1234_source_C5_target,test,1370,3,75.0
A_C1234_source_C5_target,test,703,0,87.5
A_C1234_source_C5_target,test,502,0,25.0
A_C1234_source_C5_target,test,473,0,25.0
A_C1234_source_C5_target,test,1192,2,112.5
A_C1234_source_C5_target,test,110,1,75.0
A_C1234_source_C5_target,test,748,0,100.0
A_C1234_source_C5_target,test,687,0,87.5
A_C1234_source_C5_target,test,327,1,200.0
A_C1234_source_C5_target,test,354,1,225.0
A_C1234_source_C5_target,test,368,1,225.0
A_C1234_source_C5_target,test,305,1,200.0
A_C1234_source_C5_target,test,1520,3,175.0
A_C1234_source_C5_target,test,548,0,50.0
A_C1234_source_C5_target,test,108,1,75.0
A_C1234_source_C5_target,test,1122,2,87.5
A_C1234_source_C5_target,test,1656,3,250.0
A_C1234_source_C5_target,test,448,0,12.5
A_C1234_source_C5_target,test,1271,3,25.0
A_C1234_source_C5_target,test,95,1,75.0
A_C1234_source_C5_target,test,402,1,250.0
A_C1234_source_C5_target,test,1124,2,87.5
A_C1234_source_C5_target,test,662,0,75.0
A_C1234_source_C5_target,test,682,0,87.5
A_C1234_source_C5_target,test,1000,2,50.0
A_C1234_source_C5_target,test,192,1,125.0
A_C1234_source_C5_target,test,1230,2,125.0
A_C1234_source_C5_target,test,219,1,150.0
A_C1234_source_C5_target,test,661,0,75.0
A_C1234_source_C5_target,test,489,0,25.0
A_C1234_source_C5_target,test,1495,3,150.0
A_C1234_source_C5_target,test,1464,3,125.0
A_C1234_source_C5_target,test,295,1,200.0
A_C1234_source_C5_target,test,653,0,75.0
A_C1234_source_C5_target,test,1545,3,175.0
A_C1234_source_C5_target,test,1417,3,100.0
A_C1234_source_C5_target,test,1216,2,112.5
A_C1234_source_C5_target,test,952,2,37.5
A_C1234_source_C5_target,test,685,0,87.5
A_C1234_source_C5_target,test,670,0,75.0
A_C1234_source_C5_target,test,1662,3,250.0
A_C1234_source_C5_target,test,1275,3,25.0
A_C1234_source_C5_target,test,926,2,37.5
A_C1234_source_C5_target,test,1292,3,25.0
A_C1234_source_C5_target,test,509,0,37.5
A_C1234_source_C5_target,test,1295,3,25.0
A_C1234_source_C5_target,test,336,1,225.0
A_C1234_source_C5_target,test,1532,3,175.0
A_C1234_source_C5_target,test,975,2,50.0
A_C1234_source_C5_target,test,308,1,200.0
A_C1234_source_C5_target,test,883,2,25.0
