pred_gas,pred_class,pred_ppm,calibrated_ppm,base_r3ak16_raw_ppm,routed_pred_ppm,final_ppm,qc_status,risk_score,risk_reasons,model_version,client_id,confidence,top1_confidence,top2_confidence,confidence_margin,phase,r4a_applied,r4a_delta,r4a_raw_delta,r4a_target_class,risk_classifier_uncertainty,risk_margin_risk,risk_response_signature_norm,risk_response_conc_gap_norm,risk_nearest_calib_conc,risk_nearest_calib_idx,risk_best_response_class,risk_best_response_norm,risk_pred_response_norm,risk_class_response_rank,risk_class_response_rank_risk,risk_class_response_margin,risk_class_response_margin_risk,risk_route_response_risk,risk_composite_response_risk,sample_index,true_class,true_gas,class_correct,true_ppm,abs_error,client,split,raw_ppm,auto_v2_ppm,route_correct,route_class,response_phase,phase_label,filename,repeat_id,baseline_final_ppm,mlp_direct_ppm,mlp_direct_delta_vs_final,val_select_mlp_ppm,coaware_select_mlp_ppm,hybrid_select_mlp_ppm,mlp_direct_plus_c4_rescue_ppm,val_select_mlp_plus_c4_rescue_ppm,coaware_select_mlp_plus_c4_rescue_ppm,hybrid_select_mlp_plus_c4_rescue_ppm,client_hybrid_mlp_c3c4_ridge_c5_ppm,client_hybrid_mlp_c3c4_ridge_c5_head,client_hybrid_mlp_c3_ridge_c4c5_ppm,client_hybrid_mlp_c3_ridge_c4c5_head,client_hybrid_mlp_c3_ridge_c4_c5grid_ppm,client_hybrid_mlp_c3_ridge_c4_c5grid_head,client_hybrid_mlp_c3c4_c5grid_ppm,client_hybrid_mlp_c3c4_c5grid_head,h2_mlp_plus_c4_rescue_ppm,h1_ridge_plus_c4_rescue_ppm,h2_3_ppm,source_aug_target_ridge_ppm,source_aug_c4_rescue_applied,h8_pred_co_source_aug_else_h23_ppm,h8_pred_co_or_c4_gate_source_aug_else_h23_ppm,h8_pred_co_switch,h8_pred_co_or_c4_gate_switch,pred_class_name,route_group,co_bin,baseline_error,baseline_abs_error,h2_3_error,h2_3_abs_error,source_aug_error,source_aug_abs_error,h8_error,h8_abs_error
CO,1,243.18671971559525,243.18671971559525,223.15808832645416,243.18671971559525,243.18671971559525,accept,0.2725312113761902,,25,C4,0.997093915939331,0.997093915939331,0.0028987047262489,0.9941952228546144,0,0,0.0,0.0,-1,0.0029060398173376,0.0058047454581552,0.1365593692343325,0.2725312113761902,250.0,54.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290603981733761,0.2725312113761902,135,1,CO,1,250.0,6.813280284404755,C4,test,223.15808832645416,243.18671971559525,1,1,recovery,early,B4_GCO_F100_R1.txt,1,243.18671971559525,250.0,6.813280284404755,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,mlp,221.9854386215274,ridge,221.9854386215274,ridge,250.0,mlp,250.0,221.9854386215274,221.9854386215274,232.767977400719,0,232.767977400719,232.767977400719,1,1,CO,pred_CO,high_200_250,-6.813280284404755,6.813280284404755,-28.014561378472592,28.014561378472592,-17.23202259928101,17.23202259928101,-17.23202259928101,17.23202259928101
CO,1,235.50318330526352,235.50318330526352,241.72547906637192,235.50318330526352,235.50318330526352,accept,0.7560280595670471,,25,C4,0.9998401403427124,0.9998401403427124,0.0001581256510689,0.9996820092201232,1,0,0.0,0.0,-1,0.0001597597582977,0.000317885380228,0.7560280595670471,0.5798726677894592,250.0,38.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015975975829773,0.7560280595670471,781,1,CO,1,225.0,10.50318330526352,C4,test,241.72547906637192,235.50318330526352,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,235.50318330526352,250.0,14.49681669473648,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,mlp,234.49228227370293,ridge,234.49228227370293,ridge,250.0,mlp,250.0,234.49228227370293,234.49228227370293,241.89048037488848,0,241.89048037488848,241.89048037488848,1,1,CO,pred_CO,high_200_250,10.50318330526352,10.50318330526352,9.492282273702926,9.492282273702926,16.890480374888483,16.890480374888483,16.890480374888483,16.890480374888483
CO,1,234.26645696163175,234.26645696163175,219.87128257751465,234.26645696163175,234.26645696163175,reject,1.370658278465271,composite_response_risk,25,C4,0.998374342918396,0.998374342918396,0.0016239287797361,0.9967504143714904,0,0,0.0,0.0,-1,0.0016255378588174,0.0032494670356859,0.0950368361874563,1.370658278465271,200.0,55.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0162553785881747,1.370658278465271,831,1,CO,1,200.0,34.266456961631775,C4,test,219.87128257751465,234.26645696163175,1,1,main_response,early,B4_GCO_F080_R1.txt,1,234.26645696163175,217.20181548056468,-17.0646414810671,217.20181548056468,217.20181548056468,217.20181548056468,217.20181548056468,217.20181548056468,217.20181548056468,217.20181548056468,217.20181548056468,mlp,211.5353236147557,ridge,211.5353236147557,ridge,217.20181548056468,mlp,217.20181548056468,211.5353236147557,211.5353236147557,216.80600268133676,0,216.80600268133676,216.80600268133676,1,1,CO,pred_CO,high_200_250,34.26645696163175,34.26645696163175,11.535323614755697,11.535323614755697,16.806002681336764,16.806002681336764,16.806002681336764,16.806002681336764
CO,1,210.54546982049945,210.54546982049945,232.577121257782,210.54546982049945,210.54546982049945,accept,0.5781812071800232,,25,C4,0.9999216794967652,0.9999216794967652,7.668857870157808e-05,0.9998449683189392,1,0,0.0,0.0,-1,7.838731660436693e-05,0.0001550759304491,0.4852976000575503,0.5781812071800232,225.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007838731660436,0.5781812071800232,1067,1,CO,1,225.0,14.45453017950058,C4,test,232.577121257782,210.54546982049945,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,210.54546982049945,198.96889678114545,-11.576573039354004,198.96889678114545,198.96889678114545,198.96889678114545,198.96889678114545,198.96889678114545,198.96889678114545,198.96889678114545,198.96889678114545,mlp,207.07027690713832,ridge,207.07027690713832,ridge,198.96889678114545,mlp,198.96889678114545,207.07027690713832,207.07027690713832,208.53430406719144,0,208.53430406719144,208.53430406719144,1,1,CO,pred_CO,high_200_250,-14.454530179500551,14.454530179500551,-17.92972309286168,17.92972309286168,-16.465695932808558,16.465695932808558,-16.465695932808558,16.465695932808558
CO,1,241.83601289987564,241.83601289987564,229.19406443834305,241.83601289987564,241.83601289987564,accept,0.3265594840049743,,25,C4,0.9965279698371888,0.9965279698371888,0.0034648568835109,0.9930630922317504,0,0,0.0,0.0,-1,0.0034719358603365,0.0069367940504254,0.2531914427240034,0.3265594840049743,250.0,54.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347193586033656,0.3265594840049743,559,1,CO,1,250.0,8.16398710012436,C4,test,229.19406443834305,241.83601289987564,1,1,recovery,early,B4_GCO_F100_R1.txt,1,241.83601289987564,247.90748767900624,6.071474779130597,247.90748767900624,247.90748767900624,247.90748767900624,247.90748767900624,247.90748767900624,247.90748767900624,247.90748767900624,247.90748767900624,mlp,219.59231555276023,ridge,219.59231555276023,ridge,247.90748767900624,mlp,247.90748767900624,219.59231555276023,219.59231555276023,233.66823066605224,0,233.66823066605224,233.66823066605224,1,1,CO,pred_CO,high_200_250,-8.16398710012436,8.16398710012436,-30.407684447239774,30.407684447239774,-16.33176933394776,16.33176933394776,-16.33176933394776,16.33176933394776
CO,1,182.35974460840225,182.35974460840225,57.14139677584171,182.35974460840225,182.35974460840225,reject,2.70561021566391,composite_response_risk,25,C4,0.9979954957962036,0.9979954957962036,0.0020031731110066,0.9959923028945924,1,0,0.0,0.0,-1,0.0020044433571075,0.0040076168028346,1.15889005166453,2.70561021566391,250.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200444335710758,2.70561021566391,1330,1,CO,1,225.0,42.64025539159775,C4,test,57.14139677584171,182.35974460840225,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,182.35974460840225,250.0,67.64025539159775,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,mlp,236.00795105337448,ridge,236.00795105337448,ridge,250.0,mlp,250.0,236.00795105337448,236.00795105337448,240.17077014434452,0,240.17077014434452,240.17077014434452,1,1,CO,pred_CO,high_200_250,-42.64025539159775,42.64025539159775,11.007951053374484,11.007951053374484,15.170770144344516,15.170770144344516,15.170770144344516,15.170770144344516
CO,1,226.063135266304,226.063135266304,231.74212276935577,226.063135266304,226.063135266304,review,1.0425254106521606,,25,C4,0.999521017074585,0.999521017074585,0.0004777371359523,0.9990432858467102,1,0,0.0,0.0,-1,0.0004790891682178,0.0009568261880632,0.7998643740611661,1.0425254106521606,200.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047908916821781,1.0425254106521606,1211,1,CO,1,250.0,23.936864733695984,C4,test,231.74212276935577,226.063135266304,1,1,recovery,middle,B4_GCO_F100_R2.txt,2,226.063135266304,250.0,23.936864733695984,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,mlp,229.8788499871704,ridge,229.8788499871704,ridge,250.0,mlp,250.0,229.8788499871704,229.8788499871704,235.21110220678528,0,235.21110220678528,235.21110220678528,1,1,CO,pred_CO,high_200_250,-23.936864733696012,23.936864733696012,-20.121150012829588,20.121150012829588,-14.788897793214716,14.788897793214716,-14.788897793214716,14.788897793214716
CO,1,236.55026406049728,236.55026406049728,224.42830204963684,236.55026406049728,236.55026406049728,accept,0.4620105624198913,,25,C4,0.9972453117370604,0.9972453117370604,0.0027490020729601,0.9944962859153748,0,0,0.0,0.0,-1,0.0027546515210119,0.0055036541673356,0.3327325711063887,0.4620105624198913,225.0,57.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275465152101195,0.4620105624198913,640,1,CO,1,250.0,13.449735939502716,C4,test,224.42830204963684,236.55026406049728,1,1,recovery,early,B4_GCO_F100_R1.txt,1,236.55026406049728,249.16102569391992,12.61076163342264,249.16102569391992,249.16102569391992,249.16102569391992,249.16102569391992,249.16102569391992,249.16102569391992,249.16102569391992,249.16102569391992,mlp,224.17110650230117,ridge,224.17110650230117,ridge,249.16102569391992,mlp,249.16102569391992,224.17110650230117,224.17110650230117,235.3419168351084,0,235.3419168351084,235.3419168351084,1,1,CO,pred_CO,high_200_250,-13.449735939502716,13.449735939502716,-25.82889349769883,25.82889349769883,-14.658083164891593,14.658083164891593,-14.658083164891593,14.658083164891593
CO,1,220.1494544744492,220.1494544744492,214.90538716316223,220.1494544744492,220.1494544744492,reject,1.1940218210220337,composite_response_risk,25,C4,0.9969492554664612,0.9969492554664612,0.0030441978015005,0.9939050674438475,0,0,0.0,0.0,-1,0.0030507511508153,0.0060949493904536,0.6180599679939083,1.1940218210220337,250.0,59.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305075115081532,1.1940218210220337,558,1,CO,1,200.0,20.14945447444916,C4,test,214.90538716316223,220.1494544744492,1,1,main_response,early,B4_GCO_F080_R1.txt,1,220.1494544744492,218.4628235540128,-1.6866309204363858,218.4628235540128,218.4628235540128,218.4628235540128,218.4628235540128,218.4628235540128,218.4628235540128,218.4628235540128,218.4628235540128,mlp,211.7599170113166,ridge,211.7599170113166,ridge,218.4628235540128,mlp,218.4628235540128,211.7599170113166,211.7599170113166,214.4537631750828,0,214.4537631750828,214.4537631750828,1,1,CO,pred_CO,high_200_250,20.149454474449186,20.149454474449186,11.759917011316588,11.759917011316588,14.453763175082798,14.453763175082798,14.453763175082798,14.453763175082798
CO,1,234.91484075784683,234.91484075784683,220.4328566789627,234.91484075784683,234.91484075784683,reject,1.3965936303138733,composite_response_risk,25,C4,0.9973242282867432,0.9973242282867432,0.002672656904906,0.9946515560150146,0,0,0.0,0.0,-1,0.0026757282151365,0.0053483860222371,0.1768292919521313,1.3965936303138733,200.0,55.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026757282151365,1.3965936303138733,298,1,CO,1,200.0,34.91484075784683,C4,test,220.4328566789627,234.91484075784683,1,1,main_response,early,B4_GCO_F080_R1.txt,1,234.91484075784683,229.1184704879951,-5.796370269851735,229.1184704879951,229.1184704879951,229.1184704879951,229.1184704879951,229.1184704879951,229.1184704879951,229.1184704879951,229.1184704879951,mlp,209.8456236186585,ridge,209.8456236186585,ridge,229.1184704879951,mlp,229.1184704879951,209.8456236186585,209.8456236186585,214.4116536429064,0,214.4116536429064,214.4116536429064,1,1,CO,pred_CO,high_200_250,34.91484075784683,34.91484075784683,9.845623618658493,9.845623618658493,14.411653642906401,14.411653642906401,14.411653642906401,14.411653642906401
CO,1,160.56910306215286,160.56910306215286,48.329005762934685,160.56910306215286,160.56910306215286,reject,1.4227641224861145,composite_response_risk,25,C4,0.9982765913009644,0.9982765913009644,0.0017221255693584,0.9965544939041138,1,0,0.0,0.0,-1,0.0017234296025377,0.0034455548544952,1.2093492786394673,1.4227641224861145,125.0,53.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172342960253779,1.4227641224861145,596,1,CO,1,200.0,39.43089693784714,C4,test,48.329005762934685,160.56910306215286,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,160.56910306215286,216.67419715077415,56.105094088621314,216.67419715077415,216.67419715077415,216.67419715077415,216.67419715077415,216.67419715077415,216.67419715077415,216.67419715077415,216.67419715077415,mlp,224.41856258521548,ridge,224.41856258521548,ridge,216.67419715077415,mlp,216.67419715077415,224.41856258521548,224.41856258521548,214.1707545721768,0,214.1707545721768,214.1707545721768,1,1,CO,pred_CO,high_200_250,-39.43089693784714,39.43089693784714,24.418562585215483,24.418562585215483,14.170754572176804,14.170754572176804,14.170754572176804,14.170754572176804
CO,1,189.10095393657684,189.10095393657684,110.29332801699638,189.10095393657684,189.10095393657684,reject,1.5640381574630735,composite_response_risk,25,C4,0.9488538503646852,0.9488538503646852,0.0511442609131336,0.8977096080780029,0,0,0.0,0.0,-1,0.0511462133674901,0.102290472407162,1.2459838290299283,1.5640381574630735,150.0,51.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5114621336749015,1.5640381574630735,730,1,CO,1,200.0,10.899046063423157,C4,test,110.29332801699638,189.10095393657684,1,1,main_response,early,B4_GCO_F080_R1.txt,1,189.10095393657684,221.63516409926703,32.534210162690215,221.63516409926703,221.63516409926703,221.63516409926703,221.63516409926703,221.63516409926703,221.63516409926703,221.63516409926703,221.63516409926703,mlp,201.62860799731135,ridge,201.62860799731135,ridge,221.63516409926703,mlp,221.63516409926703,201.62860799731135,201.62860799731135,213.2048981165232,0,213.2048981165232,213.2048981165232,1,1,CO,pred_CO,high_200_250,-10.899046063423157,10.899046063423157,1.6286079973113488,1.6286079973113488,13.204898116523196,13.204898116523196,13.204898116523196,13.204898116523196
CO,1,237.42337673902512,237.42337673902512,243.34435313940048,237.42337673902512,237.42337673902512,reject,1.4768029744174738,composite_response_risk,25,C4,0.8523197174072266,0.8523197174072266,0.146961972117424,0.7053577303886414,1,0,0.0,0.0,-1,0.1476802974417473,0.2946422535506272,0.589923519161111,0.4969350695610046,225.0,58.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4768029744174738,1.4768029744174738,764,1,CO,1,225.0,12.423376739025116,C4,test,243.34435313940048,237.42337673902512,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,237.42337673902512,240.38396720902887,2.960590470003808,240.38396720902887,240.38396720902887,240.38396720902887,240.38396720902887,240.38396720902887,240.38396720902887,240.38396720902887,240.38396720902887,mlp,231.74904512804437,ridge,231.74904512804437,ridge,240.38396720902887,mlp,240.38396720902887,231.74904512804437,231.74904512804437,237.91570892658376,0,237.91570892658376,237.91570892658376,1,1,CO,pred_CO,high_200_250,12.423376739025116,12.423376739025116,6.749045128044372,6.749045128044372,12.915708926583761,12.915708926583761,12.915708926583761,12.915708926583761
CO,1,226.35631412267685,226.35631412267685,239.192695915699,226.35631412267685,226.35631412267685,accept,0.7358626293812088,,25,C4,0.9999488592147828,0.9999488592147828,4.989138687960804e-05,0.9998989701271056,1,0,0.0,0.0,-1,5.106334261917311e-05,0.0001009547451293,0.7358626293812088,0.0542525649070739,225.0,58.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005106334261917,0.7358626293812088,1169,1,CO,1,200.0,26.35631412267685,C4,test,239.192695915699,226.35631412267685,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,226.35631412267685,184.26030613995192,-42.09600798272493,184.26030613995192,184.26030613995192,184.26030613995192,184.26030613995192,184.26030613995192,184.26030613995192,184.26030613995192,184.26030613995192,mlp,212.4662336799069,ridge,212.4662336799069,ridge,184.26030613995192,mlp,184.26030613995192,212.4662336799069,212.4662336799069,212.8344061722592,0,212.8344061722592,212.8344061722592,1,1,CO,pred_CO,high_200_250,26.35631412267685,26.35631412267685,12.466233679906907,12.466233679906907,12.834406172259207,12.834406172259207,12.834406172259207,12.834406172259207
CO,1,236.3980084657669,236.3980084657669,225.36385655403137,236.3980084657669,236.3980084657669,reject,1.4559203386306765,composite_response_risk,25,C4,0.9958778619766236,0.9958778619766236,0.0041178255341947,0.9917600154876708,0,0,0.0,0.0,-1,0.0041220495930646,0.0082398745549672,0.3081572654369373,1.4559203386306765,200.0,55.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0412204959306461,1.4559203386306765,176,1,CO,1,200.0,36.39800846576691,C4,test,225.36385655403137,236.3980084657669,1,1,main_response,early,B4_GCO_F080_R1.txt,1,236.3980084657669,215.23461236597728,-21.16339609978965,215.23461236597728,215.23461236597728,215.23461236597728,215.23461236597728,215.23461236597728,215.23461236597728,215.23461236597728,215.23461236597728,mlp,205.8145176740158,ridge,205.8145176740158,ridge,215.23461236597728,mlp,215.23461236597728,205.8145176740158,205.8145176740158,212.80160869668128,0,212.80160869668128,212.80160869668128,1,1,CO,pred_CO,high_200_250,36.39800846576691,36.39800846576691,5.8145176740158035,5.8145176740158035,12.801608696681285,12.801608696681285,12.801608696681285,12.801608696681285
CO,1,238.00355195999143,238.00355195999143,243.0409282445908,238.00355195999143,238.00355195999143,accept,0.6543100033067366,,25,C4,0.9998109936714172,0.9998109936714172,0.0001867775135906,0.9996241927146912,1,0,0.0,0.0,-1,0.0001890246602535,0.0003758022055677,0.6543100033067366,0.5201420783996582,225.0,58.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001890246602535,0.6543100033067366,199,1,CO,1,225.0,13.003551959991457,C4,test,243.0409282445908,238.00355195999143,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,238.00355195999143,242.5053398522269,4.501787892235484,242.5053398522269,242.5053398522269,242.5053398522269,242.5053398522269,242.5053398522269,242.5053398522269,242.5053398522269,242.5053398522269,mlp,231.19261018843088,ridge,231.19261018843088,ridge,242.5053398522269,mlp,242.5053398522269,231.19261018843088,231.19261018843088,237.6444347270649,0,237.6444347270649,237.6444347270649,1,1,CO,pred_CO,high_200_250,13.003551959991427,13.003551959991427,6.192610188430876,6.192610188430876,12.64443472706489,12.64443472706489,12.64443472706489,12.64443472706489
CO,1,220.3552603721619,220.3552603721619,236.38449013233185,220.3552603721619,220.3552603721619,accept,0.8142104148864746,,25,C4,0.999868392944336,0.999868392944336,0.000129023392219,0.9997393488883972,1,0,0.0,0.0,-1,0.0001316994703612,0.0002607228213339,0.7129674693238854,0.8142104148864746,200.0,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013169947036129,0.8142104148864746,334,1,CO,1,200.0,20.355260372161865,C4,test,236.38449013233185,220.3552603721619,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,220.3552603721619,177.32680354619455,-43.02845682596731,177.32680354619455,177.32680354619455,177.32680354619455,177.32680354619455,177.32680354619455,177.32680354619455,177.32680354619455,177.32680354619455,mlp,212.4691505296736,ridge,212.4691505296736,ridge,177.32680354619455,mlp,177.32680354619455,212.4691505296736,212.4691505296736,211.69111360822976,0,211.69111360822976,211.69111360822976,1,1,CO,pred_CO,high_200_250,20.355260372161894,20.355260372161894,12.469150529673612,12.469150529673612,11.691113608229756,11.691113608229756,11.691113608229756,11.691113608229756
CO,1,207.49554336071012,207.49554336071012,235.22152453660965,207.49554336071012,207.49554336071012,accept,0.2998217344284057,,25,C4,0.9999282360076904,0.9999282360076904,7.113573519745842e-05,0.9998571276664734,1,0,0.0,0.0,-1,7.177679838266116e-05,0.0001429125083122,0.1373098520835855,0.2998217344284057,200.0,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007177679838266,0.2998217344284057,116,1,CO,1,200.0,7.495543360710144,C4,test,235.22152453660965,207.49554336071012,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,207.49554336071012,200.4288929743618,-7.066650386348357,200.4288929743618,200.4288929743618,200.4288929743618,200.4288929743618,200.4288929743618,200.4288929743618,200.4288929743618,200.4288929743618,mlp,208.9379266257195,ridge,208.9379266257195,ridge,200.4288929743618,mlp,200.4288929743618,208.9379266257195,208.9379266257195,211.47371838251485,0,211.47371838251485,211.47371838251485,1,1,CO,pred_CO,high_200_250,7.495543360710116,7.495543360710116,8.937926625719513,8.937926625719513,11.473718382514846,11.473718382514846,11.473718382514846,11.473718382514846
CO,1,217.61287599802017,217.61287599802017,237.4902442097664,217.61287599802017,217.61287599802017,accept,0.7045150399208069,,25,C4,0.9999035596847534,0.9999035596847534,9.502570173935963e-05,0.9998085498809814,1,0,0.0,0.0,-1,9.642931295061884e-05,0.0001914550048818,0.6841642382483406,0.7045150399208069,200.0,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009642931295061,0.7045150399208069,1152,1,CO,1,200.0,17.612875998020172,C4,test,237.4902442097664,217.61287599802017,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,217.61287599802017,174.47717680028768,-43.13569919773249,174.47717680028768,174.47717680028768,174.47717680028768,174.47717680028768,174.47717680028768,174.47717680028768,174.47717680028768,174.47717680028768,mlp,213.27574099777763,ridge,213.27574099777763,ridge,174.47717680028768,mlp,174.47717680028768,213.27574099777763,213.27574099777763,210.21831652727275,0,210.21831652727275,210.21831652727275,1,1,CO,pred_CO,high_200_250,17.612875998020172,17.612875998020172,13.275740997777632,13.275740997777632,10.218316527272748,10.218316527272748,10.218316527272748,10.218316527272748
CO,1,213.04326355457303,213.04326355457303,236.80392056703568,213.04326355457303,213.04326355457303,accept,0.5217305421829224,,25,C4,0.9999301433563232,0.9999301433563232,6.890451913932338e-05,0.9998612403869628,1,0,0.0,0.0,-1,6.980390484045973e-05,0.0001387084087597,0.2371191130029548,0.5217305421829224,200.0,21.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006980390484045,0.5217305421829224,1258,1,CO,1,200.0,13.04326355457306,C4,test,236.80392056703568,213.04326355457303,1,1,main_response,middle,B4_GCO_F080_R2.txt,2,213.04326355457303,208.1844486005377,-4.858814954035353,208.1844486005377,208.1844486005377,208.1844486005377,208.1844486005377,208.1844486005377,208.1844486005377,208.1844486005377,208.1844486005377,mlp,204.96540052645852,ridge,204.96540052645852,ridge,208.1844486005377,mlp,208.1844486005377,204.96540052645852,204.96540052645852,210.09737676608705,0,210.09737676608705,210.09737676608705,1,1,CO,pred_CO,high_200_250,13.04326355457303,13.04326355457303,4.965400526458524,4.965400526458524,10.097376766087052,10.097376766087052,10.097376766087052,10.097376766087052
CO,1,235.6930434703827,235.6930434703827,217.48858243227005,235.6930434703827,235.6930434703827,review,0.9428090858400014,,25,C4,0.9868833422660828,0.9868833422660828,0.0130972908809781,0.9737860560417176,0,0,0.0,0.0,-1,0.0131167313808109,0.0262140199409699,0.9428090858400014,0.5722782611846924,250.0,59.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1311673138081093,0.9428090858400014,898,1,CO,1,200.0,35.69304347038269,C4,test,217.48858243227005,235.6930434703827,1,1,main_response,early,B4_GCO_F080_R1.txt,1,235.6930434703827,222.53614809253372,-13.15689537784894,222.53614809253372,222.53614809253372,222.53614809253372,222.53614809253372,222.53614809253372,222.53614809253372,222.53614809253372,222.53614809253372,mlp,207.55225965422457,ridge,207.55225965422457,ridge,222.53614809253372,mlp,222.53614809253372,207.55225965422457,207.55225965422457,209.1236463653352,0,209.1236463653352,209.1236463653352,1,1,CO,pred_CO,high_200_250,35.69304347038269,35.69304347038269,7.552259654224571,7.552259654224571,9.12364636533519,9.12364636533519,9.12364636533519,9.12364636533519
CO,1,227.57089883089063,227.57089883089063,231.16413354873657,227.57089883089063,227.57089883089063,reject,1.1028359532356262,composite_response_risk,25,C4,0.9991750121116638,0.9991750121116638,0.0008232839172706,0.998351752758026,1,0,0.0,0.0,-1,0.0008250044168287,0.0016482883872903,0.6323068247724799,1.1028359532356262,200.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082500441682875,1.1028359532356262,341,1,CO,1,225.0,2.5708988308906555,C4,test,231.16413354873657,227.57089883089063,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,227.57089883089063,229.96782694834096,2.396928117450301,229.96782694834096,229.96782694834096,229.96782694834096,229.96782694834096,229.96782694834096,229.96782694834096,229.96782694834096,229.96782694834096,mlp,230.0023346747589,ridge,230.0023346747589,ridge,229.96782694834096,mlp,229.96782694834096,230.0023346747589,230.0023346747589,234.09747236404,0,234.09747236404,234.09747236404,1,1,CO,pred_CO,high_200_250,2.570898830890627,2.570898830890627,5.002334674758913,5.002334674758913,9.097472364039987,9.097472364039987,9.097472364039987,9.097472364039987
CO,1,236.34751588106155,236.34751588106155,242.98000186681747,236.34751588106155,236.34751588106155,accept,0.4539006352424621,,25,C4,0.999904990196228,0.999904990196228,9.197527833748607e-05,0.9998130202293396,1,0,0.0,0.0,-1,9.49722286081034e-05,0.0001869475099416,0.2182639203570822,0.4539006352424621,225.0,58.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000949722286081,0.4539006352424621,664,1,CO,1,225.0,11.347515881061554,C4,test,242.98000186681747,236.34751588106155,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,236.34751588106155,227.5762654642384,-8.771250416823165,227.5762654642384,227.5762654642384,227.5762654642384,227.5762654642384,227.5762654642384,227.5762654642384,227.5762654642384,227.5762654642384,mlp,224.77538226982247,ridge,224.77538226982247,ridge,227.5762654642384,mlp,227.5762654642384,224.77538226982247,224.77538226982247,233.8217343113517,0,233.8217343113517,233.8217343113517,1,1,CO,pred_CO,high_200_250,11.347515881061554,11.347515881061554,-0.22461773017752762,0.22461773017752762,8.82173431135169,8.82173431135169,8.82173431135169,8.82173431135169
CO,1,241.38561636209488,241.38561636209488,242.44008660316467,241.38561636209488,241.38561636209488,reject,1.6554246544837952,composite_response_risk,25,C4,0.9991986155509948,0.9991986155509948,0.0007985926349647,0.9984000325202942,1,0,0.0,0.0,-1,0.0008014784746275,0.0016000708504912,1.3033747284507944,1.6554246544837952,200.0,48.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080147847462752,1.6554246544837952,425,1,CO,1,225.0,16.38561636209488,C4,test,242.44008660316467,241.38561636209488,1,1,recovery,middle,B4_GCO_F090_R2.txt,2,241.38561636209488,226.56450746153544,-14.821108900559436,226.56450746153544,226.56450746153544,226.56450746153544,226.56450746153544,226.56450746153544,226.56450746153544,226.56450746153544,226.56450746153544,mlp,230.83920825748947,ridge,230.83920825748947,ridge,226.56450746153544,mlp,226.56450746153544,230.83920825748947,230.83920825748947,233.71067813630515,0,233.71067813630515,233.71067813630515,1,1,CO,pred_CO,high_200_250,16.38561636209488,16.38561636209488,5.839208257489474,5.839208257489474,8.710678136305148,8.710678136305148,8.710678136305148,8.710678136305148
