sample_index,pred_class,h8_ppm,deployment_risk_full,qc_decision,auto_output_ppm,qc_workpoint,selected_profile,filename,repeat_id
203,0,93.47280435640045,0.5729166666666666,accept,93.47280435640045,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
204,3,142.36738936523705,0.2833333333333333,accept,142.36738936523705,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R2.txt,2
205,0,52.24724104519156,0.5645833333333333,accept,52.24724104519156,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R2.txt,2
206,2,114.68932849184998,0.7291666666666666,accept,114.68932849184998,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
207,2,28.12551701862239,0.5791666666666667,accept,28.12551701862239,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R1.txt,1
208,0,24.112957940082985,0.39375,accept,24.112957940082985,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R1.txt,1
209,1,154.86568104240865,0.5791666666666667,accept,154.86568104240865,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
210,3,175.4828576297125,0.26666666666666666,accept,175.4828576297125,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
211,1,203.0452035124451,0.6875,accept,203.0452035124451,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
212,3,101.26322765902287,0.125,accept,101.26322765902287,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
213,0,125.0,0.45208333333333334,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R1.txt,1
214,1,213.82635286509495,0.69375,accept,213.82635286509495,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
215,0,77.35209482543073,0.5,accept,77.35209482543073,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
216,0,104.46054905010948,0.7791666666666667,accept,104.46054905010948,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R1.txt,1
217,0,50.88524098857372,0.5395833333333333,accept,50.88524098857372,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R1.txt,1
218,0,43.586103649265766,0.43124999999999997,accept,43.586103649265766,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R2.txt,2
219,2,119.32281345995754,0.5770833333333333,accept,119.32281345995754,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
220,2,24.011337278912634,0.7895833333333333,accept,24.011337278912634,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
221,2,12.5,0.7104166666666667,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
222,1,144.0847209669759,0.6875,accept,144.0847209669759,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
223,2,59.72962886347355,0.6583333333333333,accept,59.72962886347355,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
224,2,64.5824627762502,0.7020833333333334,accept,64.5824627762502,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
225,1,110.61389360446915,0.7208333333333332,accept,110.61389360446915,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R2.txt,2
226,3,242.74591866407133,0.21458333333333335,accept,242.74591866407133,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R1.txt,1
227,0,37.40538865742437,0.44583333333333336,accept,37.40538865742437,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R1.txt,1
228,2,75.5681315077145,0.63125,accept,75.5681315077145,HC95,b5_c5_r4_h23_hc95,B5_GEy_F060_R1.txt,1
229,2,35.10899341013406,0.6625,accept,35.10899341013406,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R1.txt,1
230,1,34.77745150131315,0.7958333333333333,accept,34.77745150131315,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R1.txt,1
231,2,99.40430363441689,0.5375,accept,99.40430363441689,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R1.txt,1
232,1,92.8322732695923,0.6145833333333334,accept,92.8322732695923,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R1.txt,1
233,1,231.08618461030142,0.75625,accept,231.08618461030142,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R2.txt,2
234,2,19.20266764739347,0.8583333333333334,review,,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R2.txt,2
235,0,125.0,0.5,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R1.txt,1
236,2,90.05499432236917,0.5979166666666668,accept,90.05499432236917,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
237,1,31.84724150745616,0.6145833333333334,accept,31.84724150745616,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R2.txt,2
238,0,125.0,0.4791666666666667,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R2.txt,2
239,0,118.51308808133982,0.4166666666666667,accept,118.51308808133982,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R2.txt,2
240,0,77.35829810348991,0.5083333333333333,accept,77.35829810348991,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
241,3,243.21398595222428,0.22708333333333333,accept,243.21398595222428,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R1.txt,1
242,2,43.661489487990885,0.6375,accept,43.661489487990885,HC95,b5_c5_r4_h23_hc95,B5_GEy_F040_R1.txt,1
243,3,148.77875951979254,0.1708333333333333,accept,148.77875951979254,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R1.txt,1
244,3,156.30594227450703,0.20833333333333334,accept,156.30594227450703,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R1.txt,1
245,2,57.57900930717341,0.6625,accept,57.57900930717341,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
246,1,55.68326691197472,0.7062499999999999,accept,55.68326691197472,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R2.txt,2
247,2,125.0,0.6895833333333333,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
248,1,40.35371860129299,0.5187499999999999,accept,40.35371860129299,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R2.txt,2
249,2,36.12632675335742,0.6604166666666667,accept,36.12632675335742,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R1.txt,1
250,3,99.63212186827676,0.10208333333333335,accept,99.63212186827676,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
251,2,51.6177442303092,0.6062500000000001,accept,51.6177442303092,HC95,b5_c5_r4_h23_hc95,B5_GEy_F040_R2.txt,2
252,1,70.78029699318166,0.5729166666666666,accept,70.78029699318166,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
253,0,108.57728950646151,0.5729166666666666,accept,108.57728950646151,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R1.txt,1
254,1,250.0,0.6958333333333333,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R1.txt,1
255,3,228.3565059388545,0.2041666666666667,accept,228.3565059388545,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R2.txt,2
256,1,250.0,0.6249999999999999,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R1.txt,1
257,0,71.81501208150524,0.5083333333333333,accept,71.81501208150524,HC95,b5_c5_r4_h23_hc95,B5_GEa_F050_R1.txt,1
258,2,112.27707011601919,0.6729166666666666,accept,112.27707011601919,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
259,1,225.76083284147862,0.7416666666666667,accept,225.76083284147862,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R2.txt,2
260,3,210.50715703387488,0.44166666666666665,accept,210.50715703387488,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R1.txt,1
261,2,12.5,0.6,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R2.txt,2
262,1,112.38870067779648,0.85,review,,HC95,b5_c5_r4_h23_hc95,B5_GEa_F010_R2.txt,2
263,0,46.83889981089169,0.47291666666666665,accept,46.83889981089169,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R2.txt,2
264,0,66.46369181573063,0.5729166666666666,accept,66.46369181573063,HC95,b5_c5_r4_h23_hc95,B5_GEa_F050_R2.txt,2
265,1,141.15823758768624,0.8833333333333334,review,,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
266,0,13.921408989642156,0.3458333333333334,accept,13.921408989642156,HC95,b5_c5_r4_h23_hc95,B5_GEa_F010_R1.txt,1
267,3,83.49463238465904,0.37916666666666665,accept,83.49463238465904,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R1.txt,1
268,1,40.625509065291,0.6604166666666665,accept,40.625509065291,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R1.txt,1
269,2,47.56181599432837,0.7541666666666668,accept,47.56181599432837,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R2.txt,2
270,3,244.82868213075992,0.4937500000000001,accept,244.82868213075992,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R2.txt,2
271,1,151.438022776497,0.5416666666666666,accept,151.438022776497,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
272,1,197.81473491187649,0.6708333333333334,accept,197.81473491187649,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R2.txt,2
273,1,177.43033061441412,0.6333333333333333,accept,177.43033061441412,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
274,2,25.033602834612992,0.6833333333333332,accept,25.033602834612992,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R1.txt,1
275,1,242.051946773653,0.5854166666666667,accept,242.051946773653,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R2.txt,2
276,3,25.0,0.08958333333333333,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R1.txt,1
277,0,82.5999458348863,0.5437500000000001,accept,82.5999458348863,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R1.txt,1
278,0,86.3378748180799,0.4354166666666666,accept,86.3378748180799,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R1.txt,1
279,0,112.96554554418852,0.42291666666666666,accept,112.96554554418852,HC95,b5_c5_r4_h23_hc95,B5_GEa_F090_R2.txt,2
280,3,169.5081541579906,0.1958333333333333,accept,169.5081541579906,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
281,0,39.35149567308956,0.5854166666666667,accept,39.35149567308956,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R1.txt,1
282,1,53.13833273059865,0.6270833333333333,accept,53.13833273059865,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R2.txt,2
283,0,118.49932954780353,0.5187499999999999,accept,118.49932954780353,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R2.txt,2
284,1,56.42461468852947,0.6124999999999999,accept,56.42461468852947,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
285,1,153.17750051904025,0.7416666666666667,accept,153.17750051904025,HC95,b5_c5_r4_h23_hc95,B5_GCO_F070_R1.txt,1
286,0,22.00857498641908,0.46458333333333335,accept,22.00857498641908,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
287,0,50.844234435741186,0.6708333333333334,accept,50.844234435741186,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R1.txt,1
288,1,201.04486373641106,0.5729166666666666,accept,201.04486373641106,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R1.txt,1
289,3,223.5272680662543,0.5645833333333333,accept,223.5272680662543,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R2.txt,2
290,2,98.98717774060887,0.5333333333333333,accept,98.98717774060887,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R1.txt,1
291,3,69.2761143947551,0.21041666666666667,accept,69.2761143947551,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
292,2,125.0,0.8229166666666666,review,,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R2.txt,2
293,3,71.13421428543944,0.17916666666666667,accept,71.13421428543944,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
294,3,250.0,0.5041666666666667,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R2.txt,2
295,3,224.6632758509997,0.1875,accept,224.6632758509997,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R2.txt,2
296,0,45.03740070745022,0.47708333333333336,accept,45.03740070745022,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R1.txt,1
297,2,89.21117335391128,0.65,accept,89.21117335391128,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
298,3,148.4595372251225,0.22083333333333333,accept,148.4595372251225,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R2.txt,2
299,1,178.870299239553,0.7625000000000001,accept,178.870299239553,HC95,b5_c5_r4_h23_hc95,B5_GEa_F010_R2.txt,2
300,3,87.65784842124654,0.2354166666666667,accept,87.65784842124654,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
301,1,222.73568516046203,0.7541666666666665,accept,222.73568516046203,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R1.txt,1
302,3,52.53352850741701,0.21666666666666667,accept,52.53352850741701,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R1.txt,1
303,1,210.5042387514147,0.7645833333333334,accept,210.5042387514147,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R1.txt,1
304,1,132.96569387828458,0.43958333333333327,accept,132.96569387828458,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
305,1,99.69384225188762,0.7833333333333333,accept,99.69384225188762,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
306,3,48.388087690152496,0.14791666666666667,accept,48.388087690152496,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R1.txt,1
307,1,25.0,0.5104166666666666,accept,25.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R1.txt,1
308,1,68.65882450168488,0.6770833333333334,accept,68.65882450168488,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
309,3,220.07042164502894,0.3125,accept,220.07042164502894,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R2.txt,2
310,0,91.84229453216186,0.5187499999999999,accept,91.84229453216186,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R2.txt,2
311,0,124.45389909773039,0.5020833333333333,accept,124.45389909773039,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R2.txt,2
312,3,46.06034588976395,0.15416666666666667,accept,46.06034588976395,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R1.txt,1
313,3,174.20284326700403,0.19583333333333333,accept,174.20284326700403,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R2.txt,2
314,3,49.2604806585005,0.16458333333333333,accept,49.2604806585005,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R1.txt,1
315,1,29.25552985455098,0.7333333333333334,accept,29.25552985455098,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R1.txt,1
316,2,67.38244511026721,0.7479166666666667,accept,67.38244511026721,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
317,3,103.00375791053466,0.17500000000000002,accept,103.00375791053466,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R2.txt,2
318,1,207.7994333177176,0.69375,accept,207.7994333177176,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
319,1,55.13426843549246,0.5458333333333333,accept,55.13426843549246,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R2.txt,2
320,2,106.50529838254963,0.6645833333333333,accept,106.50529838254963,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R2.txt,2
321,2,99.67486960810766,0.7520833333333333,accept,99.67486960810766,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R2.txt,2
322,3,173.8969748731854,0.19791666666666666,accept,173.8969748731854,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
323,2,72.51109582765586,0.6833333333333332,accept,72.51109582765586,HC95,b5_c5_r4_h23_hc95,B5_GEy_F060_R1.txt,1
324,3,72.9240670158145,0.11875000000000001,accept,72.9240670158145,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R1.txt,1
325,0,89.54501800584316,0.4625000000000001,accept,89.54501800584316,HC95,b5_c5_r4_h23_hc95,B5_GEa_F070_R2.txt,2
326,1,250.0,0.7520833333333333,accept,250.0,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R2.txt,2
327,0,80.11021580421183,0.65625,accept,80.11021580421183,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
328,2,61.63150353383503,0.5520833333333334,accept,61.63150353383503,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R1.txt,1
329,3,128.32718534594645,0.24375,accept,128.32718534594645,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R1.txt,1
330,1,183.1584239854114,0.7208333333333333,accept,183.1584239854114,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R2.txt,2
331,3,241.84335492162947,0.25,accept,241.84335492162947,HC95,b5_c5_r4_h23_hc95,B5_GMe_F100_R1.txt,1
332,0,26.341367641952587,0.41041666666666665,accept,26.341367641952587,HC95,b5_c5_r4_h23_hc95,B5_GEa_F020_R1.txt,1
333,1,43.58790788086716,0.8541666666666666,review,,HC95,b5_c5_r4_h23_hc95,B5_GCO_F020_R1.txt,1
334,1,95.83918322568154,0.65,accept,95.83918322568154,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
335,1,79.2571968945908,0.6604166666666667,accept,79.2571968945908,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
336,2,123.10688581487663,0.6354166666666666,accept,123.10688581487663,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R1.txt,1
337,0,103.67088190001937,0.4729166666666667,accept,103.67088190001937,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R2.txt,2
338,3,121.56201866164997,0.38958333333333334,accept,121.56201866164997,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
339,1,112.27158890666922,0.6479166666666666,accept,112.27158890666922,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
340,1,66.02620027600898,0.5083333333333334,accept,66.02620027600898,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R1.txt,1
341,1,143.1795499092548,0.6333333333333334,accept,143.1795499092548,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
342,3,122.71713305801066,0.22291666666666665,accept,122.71713305801066,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
343,2,125.0,0.5645833333333333,accept,125.0,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R2.txt,2
344,2,64.58933390446238,0.63125,accept,64.58933390446238,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R1.txt,1
345,1,224.066812384164,0.7374999999999999,accept,224.066812384164,HC95,b5_c5_r4_h23_hc95,B5_GCO_F100_R2.txt,2
346,3,217.5152786187593,0.5291666666666667,accept,217.5152786187593,HC95,b5_c5_r4_h23_hc95,B5_GMe_F090_R1.txt,1
347,0,67.97112415211336,0.5604166666666667,accept,67.97112415211336,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R1.txt,1
348,2,107.05470539826787,0.6291666666666668,accept,107.05470539826787,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
349,3,47.81085440840752,0.09375,accept,47.81085440840752,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
350,3,74.17959149647552,0.09791666666666667,accept,74.17959149647552,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R1.txt,1
351,3,77.18959975042301,0.20833333333333334,accept,77.18959975042301,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
352,2,109.01147338203481,0.6104166666666666,accept,109.01147338203481,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R1.txt,1
353,1,76.59109828315435,0.6749999999999999,accept,76.59109828315435,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R1.txt,1
354,2,50.698484064201274,0.7833333333333333,accept,50.698484064201274,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
355,2,76.66934957829119,0.65,accept,76.66934957829119,HC95,b5_c5_r4_h23_hc95,B5_GEy_F060_R1.txt,1
356,2,121.16298573367382,0.69375,accept,121.16298573367382,HC95,b5_c5_r4_h23_hc95,B5_GEy_F100_R2.txt,2
357,2,93.966249075264,0.6729166666666666,accept,93.966249075264,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R1.txt,1
358,3,43.111245763829416,0.14791666666666667,accept,43.111245763829416,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
359,1,50.888493936208945,0.6229166666666667,accept,50.888493936208945,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R2.txt,2
360,2,105.54892755791234,0.6770833333333334,accept,105.54892755791234,HC95,b5_c5_r4_h23_hc95,B5_GEy_F090_R2.txt,2
361,1,214.89371487355055,0.5875,accept,214.89371487355055,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R1.txt,1
362,3,142.50907756238732,0.3208333333333333,accept,142.50907756238732,HC95,b5_c5_r4_h23_hc95,B5_GMe_F060_R2.txt,2
363,1,184.37280101783466,0.7062499999999999,accept,184.37280101783466,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
364,0,103.0975051057854,0.5895833333333333,accept,103.0975051057854,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R2.txt,2
365,2,65.23617489365833,0.7166666666666667,accept,65.23617489365833,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
366,0,69.64621889326222,0.4770833333333333,accept,69.64621889326222,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
367,1,124.89113117528174,0.59375,accept,124.89113117528174,HC95,b5_c5_r4_h23_hc95,B5_GCO_F050_R1.txt,1
368,3,49.326066608773715,0.17916666666666667,accept,49.326066608773715,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
369,2,82.66254660021002,0.6749999999999999,accept,82.66254660021002,HC95,b5_c5_r4_h23_hc95,B5_GEy_F070_R1.txt,1
370,1,140.8529445285378,0.6333333333333333,accept,140.8529445285378,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R1.txt,1
371,3,176.66124385478878,0.5104166666666666,accept,176.66124385478878,HC95,b5_c5_r4_h23_hc95,B5_GMe_F070_R1.txt,1
372,1,39.3937407046054,0.7604166666666666,accept,39.3937407046054,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R2.txt,2
373,2,42.80244583355466,0.6645833333333333,accept,42.80244583355466,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R2.txt,2
374,1,35.79377570008363,0.5875,accept,35.79377570008363,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R2.txt,2
375,1,182.718538057523,0.6958333333333334,accept,182.718538057523,HC95,b5_c5_r4_h23_hc95,B5_GCO_F080_R2.txt,2
376,1,96.77355045038942,0.68125,accept,96.77355045038942,HC95,b5_c5_r4_h23_hc95,B5_GCO_F030_R2.txt,2
377,0,53.55270835862007,0.5,accept,53.55270835862007,HC95,b5_c5_r4_h23_hc95,B5_GEa_F040_R2.txt,2
378,2,15.292519732988637,0.7333333333333333,accept,15.292519732988637,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
379,0,73.57079224737366,0.4354166666666666,accept,73.57079224737366,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
380,2,14.1755849788332,0.7625000000000001,accept,14.1755849788332,HC95,b5_c5_r4_h23_hc95,B5_GEy_F010_R1.txt,1
381,3,125.98527546262738,0.17291666666666664,accept,125.98527546262738,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
382,2,32.7419332359751,0.6979166666666666,accept,32.7419332359751,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R2.txt,2
383,0,118.20985993111623,0.38958333333333334,accept,118.20985993111623,HC95,b5_c5_r4_h23_hc95,B5_GEa_F100_R2.txt,2
384,3,80.58114993663182,0.15208333333333332,accept,80.58114993663182,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R2.txt,2
385,3,36.08062909553878,0.22708333333333333,accept,36.08062909553878,HC95,b5_c5_r4_h23_hc95,B5_GMe_F010_R2.txt,2
386,2,103.76411551765597,0.6,accept,103.76411551765597,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
387,2,24.336612808730877,0.65,accept,24.336612808730877,HC95,b5_c5_r4_h23_hc95,B5_GEy_F020_R1.txt,1
388,3,115.571843020902,0.3354166666666667,accept,115.571843020902,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R1.txt,1
389,0,94.90686919411634,0.49374999999999997,accept,94.90686919411634,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
390,0,90.17822254444981,0.6020833333333333,accept,90.17822254444981,HC95,b5_c5_r4_h23_hc95,B5_GEa_F080_R1.txt,1
391,3,48.18585059106161,0.13333333333333333,accept,48.18585059106161,HC95,b5_c5_r4_h23_hc95,B5_GMe_F020_R2.txt,2
392,1,214.47283057165265,0.6916666666666668,accept,214.47283057165265,HC95,b5_c5_r4_h23_hc95,B5_GCO_F090_R2.txt,2
393,1,39.168120741916034,0.6812499999999999,accept,39.168120741916034,HC95,b5_c5_r4_h23_hc95,B5_GCO_F010_R2.txt,2
394,3,100.35099124403911,0.20625000000000002,accept,100.35099124403911,HC95,b5_c5_r4_h23_hc95,B5_GMe_F040_R1.txt,1
395,1,98.96405818625058,0.5625,accept,98.96405818625058,HC95,b5_c5_r4_h23_hc95,B5_GCO_F040_R1.txt,1
396,0,12.5,0.3625,accept,12.5,HC95,b5_c5_r4_h23_hc95,B5_GEa_F010_R1.txt,1
397,3,204.3824331668875,0.17708333333333334,accept,204.3824331668875,HC95,b5_c5_r4_h23_hc95,B5_GMe_F080_R2.txt,2
398,2,33.26786277618062,0.6895833333333332,accept,33.26786277618062,HC95,b5_c5_r4_h23_hc95,B5_GEy_F030_R2.txt,2
399,2,62.376575227388024,0.65625,accept,62.376575227388024,HC95,b5_c5_r4_h23_hc95,B5_GEy_F050_R1.txt,1
400,1,179.28112916367004,0.7729166666666667,accept,179.28112916367004,HC95,b5_c5_r4_h23_hc95,B5_GCO_F060_R2.txt,2
401,0,75.48696820508795,0.49583333333333335,accept,75.48696820508795,HC95,b5_c5_r4_h23_hc95,B5_GEa_F060_R1.txt,1
402,2,99.7603839991705,0.5645833333333333,accept,99.7603839991705,HC95,b5_c5_r4_h23_hc95,B5_GEy_F080_R2.txt,2
403,0,41.615345562322645,0.40208333333333335,accept,41.615345562322645,HC95,b5_c5_r4_h23_hc95,B5_GEa_F030_R2.txt,2
404,3,61.87505951572224,0.39375000000000004,accept,61.87505951572224,HC95,b5_c5_r4_h23_hc95,B5_GMe_F030_R1.txt,1
405,3,126.7530992704891,0.25833333333333336,accept,126.7530992704891,HC95,b5_c5_r4_h23_hc95,B5_GMe_F050_R2.txt,2
